state,government_function,full_time_employees,full_time_employees_coefficient_of_variation_as_percent,full_time_pay,full_time_pay_coefficient_of_variation_as_percent,part_time_employees,part_time_employees_coefficient_of_variation_as_percent,part_time_pay,part_time_pay_coefficient_of_variation_as_percent,part_time_hours,part_time_hours_coefficient_of_variation_as_percent,full_time_equivalent_employees,full_time_equivalent_employees_coefficient_of_variation_as_percent,total_employees,total_employees_coefficient_of_variation_as_percent,total_march_pay,total_march_pay_coefficient_of_variation_as_percent,full_time_equivalent_employees_response_rate_as_percent,total_march_pay_response_rate_as_percent,year
HI,libraries,3,0,13554,0,0,0,0,0,0,0,3,0,3,0,13554,0,100,100,2007
HI,other and unallocable,827,0,3248070,0,26,0,32132,0,1884,0,837,0,853,0,3280202,0,87.69,88.85,2007
ID,total,52147,0,161027913,0,20568,0,13554919,0,1078795,0,58395,0,72715,0,174582832,0,89.9,90.32,2007
ID,financial administration,1389,0,4239438,0,151,0,143370,0,11570,0,1448,0,1540,0,4382808,0,79.94,81.41,2007
ID,other government administration,986,0,3203914,0,937,0,383507,0,20973,0,1094,0,1923,0,3587421,0,85.79,85.99,2007
ID,judicial and legal,1270,0,4231978,0,124,0,126442,0,9478,0,1319,0,1394,0,4358420,0,74.81,70.75,2007
ID,police protection total,3455,0,13239088,0,236,0,207666,0,14737,0,3536,0,3691,0,13446754,0,83.53,68.27,2007
ID,police protection - officers,2552,0,10648870,0,75,0,49831,0,3552,0,2568,0,2627,0,10698701,0,83.13,64.71,2007
ID,police protection - other,903,0,2590218,0,161,0,157835,0,11185,0,968,0,1064,0,2748053,0,85.31,82.11,2007
ID,fire protection total,1148,0,5286417,0,1279,0,311456,0,27975,0,1302,0,2427,0,5597873,0,87.96,94.42,2007
ID,fire protection - firefighters,1076,0,5034574,0,1183,0,280927,0,24899,0,1215,0,2259,0,5315501,0,88.7,95.03,2007
ID,fire protection - other,72,0,251843,0,96,0,30529,0,3076,0,87,0,168,0,282372,0,77.86,82.76,2007
ID,corrections,1244,0,3660008,0,197,0,179597,0,15547,0,1331,0,1441,0,3839605,0,86,82.98,2007
ID,highways,1693,0,5353693,0,206,0,166733,0,11765,0,1757,0,1899,0,5520426,0,92.22,91.66,2007
ID,air transportation,164,0,537423,0,30,0,26422,0,1783,0,174,0,194,0,563845,0,99.91,100,2007
ID,water transport and terminals,7,0,28774,0,0,0,0,0,0,0,7,0,7,0,28774,0,0,0,2007
ID,public welfare,103,0,258588,0,36,0,34118,0,3205,0,120,0,139,0,292706,0,84.32,78.93,2007
ID,health,907,0,3250415,0,558,0,743643,0,41340,0,1140,0,1465,0,3994058,0,54.33,67.1,2007
ID,hospitals,5104,0,18373849,0,1928,0,3402221,0,202267,0,6276,0,7032,0,21776070,0,63.69,76.31,2007
ID,solid waste management,427,0,1180824,0,65,0,44785,0,4288,0,450,0,492,0,1225609,0,91.46,90.98,2007
ID,sewerage,609,0,1967886,0,141,0,76247,0,4920,0,633,0,750,0,2044133,0,93.98,93.62,2007
ID,parks and recreation,597,0,1873314,0,803,0,405264,0,39088,0,815,0,1400,0,2278578,0,96.65,95.76,2007
ID,housing and community development,172,0,515981,0,49,0,36272,0,1843,0,183,0,221,0,552253,0,98.4,98.76,2007
ID,natural resources,350,0,892800,0,171,0,108795,0,8861,0,395,0,521,0,1001595,0,89.87,89.06,2007
ID,water transport and terminals,511,0,1653560,0,210,0,96411,0,7445,0,545,0,721,0,1749971,0,94.27,93.59,2007
ID,electric power,104,0,529199,0,4,0,1526,0,69,0,104,0,108,0,530725,0,97.84,97.76,2007
ID,transit,93,0,286063,0,106,0,64759,0,6873,0,132,0,199,0,350822,0,94.79,100,2007
ID,education total,30622,0,86885459,0,12299,0,6295319,0,581163,0,34100,0,42921,0,93180778,0,98.46,99.09,2007
ID,education - elementary and secondary total,29319,0,83503932,0,10893,0,5619607,0,540070,0,32555,0,40212,0,89123539,0,98.39,99.06,2007
ID,education - elementary and secondary instructional,21502,0,69699424,0,5380,0,2913332,0,250979,0,23011,0,26882,0,72612756,0,98.39,99.06,2007
ID,education - elementary and secondary other,7817,0,13804508,0,5513,0,2706275,0,289091,0,9544,0,13330,0,16510783,0,95.54,98.85,2007
ID,education - higher education total,1303,0,3381527,0,1406,0,675712,0,41093,0,1545,0,2709,0,4057239,0,100,100,2007
ID,education - higher education instructional,401,0,1407564,0,610,0,384719,0,15998,0,495,0,1011,0,1792283,0,100,100,2007
ID,education - higher education other,902,0,1973963,0,796,0,290993,0,25095,0,1050,0,1698,0,2264956,0,100,100,2007
ID,libraries,336,0,922887,0,648,0,498248,0,46080,0,594,0,984,0,1421135,0,92.41,94.06,2007
ID,other and unallocable,856,0,2656355,0,390,0,202118,0,17525,0,940,0,1246,0,2858473,0,88.22,92.05,2007
IL,total,464986,0,1894845320,0,172381,0,139260453,0,9582528,0,520291,0,637367,0,2034105773,0,76.1,73.96,2007
IL,financial administration,7360,0,30279770,0,2373,0,1763386,0,113750,0,7927,0,9733,0,32043156,0,66.19,65.33,2007
IL,other government administration,8138,0,31317713,0,17680,0,5689665,0,296533,0,9629,0,25818,0,37007378,0,56.08,60.99,2007
IL,judicial and legal,13524,0,54712522,0,762,0,834995,0,54307,0,13835,0,14286,0,55547517,0,81.56,81.13,2007
IL,police protection total,42327,0,184109835,0,6992,0,5763781,0,427927,0,44760,0,49319,0,189873616,0,44.72,48.75,2007
IL,police protection - officers,35015,0,156364463,0,2489,0,1747212,0,134013,0,35775,0,37504,0,158111675,0,42.66,47.78,2007
IL,police protection - other,7312,0,27745372,0,4503,0,4016569,0,293914,0,8985,0,11815,0,31761941,0,54.21,53.56,2007
IL,fire protection total,14902,0,83427445,0,10901,0,4520760,0,351711,0,16871,0,25803,0,87948205,0,57.49,55.21,2007
IL,fire protection - firefighters,14050,0,80692205,0,10240,0,4253489,0,335361,0,15933,0,24290,0,84945694,0,56.65,54.88,2007
IL,fire protection - other,852,0,2735240,0,661,0,267271,0,16350,0,938,0,1513,0,3002511,0,54.91,71.13,2007
IL,corrections,9835,0,40847630,0,270,0,300077,0,23126,0,9970,0,10105,0,41147707,0,84.53,85.59,2007
IL,highways,11029,0,47683387,0,2914,0,2084959,0,171139,0,11942,0,13943,0,49768346,0,63.18,60.51,2007
IL,air transportation,2012,0,9161811,0,101,0,64212,0,6771,0,2050,0,2113,0,9226023,0,17.63,13.18,2007
IL,water transport and terminals,62,0,216443,0,24,0,18118,0,2099,0,73,0,86,0,234561,0,100,100,2007
IL,public welfare,5829,0,16497076,0,1549,0,1933291,0,138623,0,6628,0,7378,0,18430367,0,44.39,44.03,2007
IL,health,7343,0,26049249,0,1518,0,1849413,0,99177,0,7915,0,8861,0,27898662,0,48.47,44.54,2007
IL,hospitals,11797,0,56595738,0,1763,0,2866765,0,167874,0,12756,0,13560,0,59462503,0,98.84,99.51,2007
IL,solid waste management,3281,0,16100525,0,242,0,371387,0,34153,0,3474,0,3523,0,16471912,0,88.17,11.93,2007
IL,sewerage,6105,0,30108412,0,414,0,307344,0,21672,0,6219,0,6519,0,30415756,0,77.33,77.43,2007
IL,parks and recreation,9183,0,32534554,0,27725,0,17729539,0,1493735,0,17636,0,36908,0,50264093,0,83.45,75.19,2007
IL,housing and community development,3440,0,13226923,0,395,0,364826,0,28181,0,3606,0,3835,0,13591749,0,86.34,86.49,2007
IL,natural resources,1784,0,7205047,0,591,0,417936,0,35745,0,1986,0,2375,0,7622983,0,93.78,94.86,2007
IL,water transport and terminals,5583,0,26454576,0,1022,0,631471,0,48169,0,5826,0,6605,0,27086047,0,56.48,50.75,2007
IL,electric power,1192,0,6130346,0,57,0,68525,0,4099,0,1215,0,1249,0,6198871,0,41.05,41.54,2007
IL,gas supply,126,0,374294,0,20,0,12415,0,1345,0,133,0,146,0,386709,0,76.55,84.1,2007
IL,transit,14773,0,71478320,0,1893,0,5163768,0,288885,0,16406,0,16666,0,76642088,0,99.1,99.2,2007
IL,education total,274388,0,1071630205,0,82424,0,78005898,0,5071662,0,304483,0,356812,0,1149636103,0,82.43,80.78,2007
IL,education - elementary and secondary total,259776,0,1000570960,0,58011,0,53133994,0,3748460,0,282308,0,317787,0,1053704954,0,82.24,80.39,2007
IL,education - elementary and secondary instructional,190164,0,810878085,0,28781,0,29488150,0,1796665,0,200950,0,218945,0,840366235,0,82.24,80.39,2007
IL,education - elementary and secondary other,69612,0,189692875,0,29230,0,23645844,0,1951795,0,81358,0,98842,0,213338719,0,81.25,77.84,2007
IL,education - higher education total,14612,0,71059245,0,24413,0,24871904,0,1323202,0,22175,0,39025,0,95931149,0,85.2,87.62,2007
IL,education - higher education instructional,4962,0,32568538,0,13208,0,15015285,0,567825,0,8214,0,18170,0,47583823,0,76.2,81.45,2007
IL,education - higher education other,9650,0,38490707,0,11205,0,9856619,0,755377,0,13961,0,20855,0,48347326,0,85.2,87.62,2007
IL,libraries,5792,0,18084328,0,8145,0,6862149,0,576747,0,9080,0,13937,0,24946477,0,74.71,77.92,2007
IL,other and unallocable,5181,0,20619171,0,2606,0,1635773,0,125098,0,5871,0,7787,0,22254944,0,79.58,80.82,2007
IN,total,222530,0,739243149,0,68935,0,66345112,0,4687717,0,250229,0,291465,0,805588261,0,78.66,78.77,2007
IN,financial administration,4113,0,11129705,0,2221,0,1380277,0,115820,0,4720,0,6334,0,12509982,0,67.1,68.27,2007
IN,other government administration,5372,0,13155764,0,5545,0,1992591,0,125218,0,6000,0,10917,0,15148355,0,65.96,68.78,2007
IN,judicial and legal,6023,0,17800703,0,1108,0,1114158,0,80648,0,6484,0,7131,0,18914861,0,51.44,49.49,2007
IN,police protection total,14633,0,54310327,0,2107,0,1271206,0,104582,0,15228,0,16740,0,55581533,0,66.54,64.69,2007
IN,police protection - officers,10608,0,43641870,0,557,0,371191,0,29388,0,10766,0,11165,0,44013061,0,70.07,66.49,2007
IN,police protection - other,4025,0,10668457,0,1550,0,900015,0,75194,0,4462,0,5575,0,11568472,0,56.17,57.83,2007
IN,fire protection total,7154,0,29588918,0,1776,0,496741,0,45977,0,7413,0,8930,0,30085659,0,73.65,69.95,2007
IN,fire protection - firefighters,6776,0,28459972,0,1667,0,432193,0,40437,0,7005,0,8443,0,28892165,0,74.35,70.22,2007
IN,fire protection - other,378,0,1128946,0,109,0,64548,0,5540,0,408,0,487,0,1193494,0,61.58,63.47,2007
IN,corrections,5572,0,15432631,0,899,0,794311,0,71786,0,6000,0,6471,0,16226942,0,67.51,66.67,2007
IN,highways,5926,0,17450979,0,325,0,255048,0,21571,0,6046,0,6251,0,17706027,0,78.39,76.76,2007
IN,air transportation,265,0,1062707,0,106,0,76692,0,6871,0,308,0,371,0,1139399,0,93.54,69.31,2007
IN,water transport and terminals,9,0,32227,0,5,0,946,0,95,0,10,0,14,0,33173,0,94.37,100,2007
IN,public welfare,1103,0,2438121,0,300,0,192436,0,16940,0,1194,0,1403,0,2630557,0,49.33,50.42,2007
IN,health,3024,0,9092437,0,1125,0,1196416,0,74189,0,3460,0,4149,0,10288853,0,51.29,49.56,2007
IN,hospitals,21085,0,79586128,0,7769,0,16690888,0,843204,0,26119,0,28854,0,96277016,0,94.08,98.39,2007
IN,solid waste management,1246,0,3327593,0,302,0,229410,0,24227,0,1386,0,1548,0,3557003,0,86.01,86.19,2007
IN,sewerage,2678,0,9021618,0,331,0,222759,0,15017,0,2755,0,3009,0,9244377,0,85.7,82.68,2007
IN,parks and recreation,2473,0,6957122,0,2620,0,2078504,0,160395,0,3383,0,5093,0,9035626,0,65.5,64.67,2007
IN,housing and community development,1516,0,4404782,0,212,0,200587,0,15605,0,1603,0,1728,0,4605369,0,87.7,87.43,2007
IN,natural resources,536,0,1310606,0,237,0,133221,0,11984,0,605,0,773,0,1443827,0,80.28,80.9,2007
IN,water transport and terminals,2014,0,6439890,0,253,0,202223,0,15721,0,2096,0,2267,0,6642113,0,91.07,90.04,2007
IN,electric power,932,0,3492022,0,60,0,45441,0,4036,0,956,0,992,0,3537463,0,21.65,13.61,2007
IN,gas supply,1109,0,4557688,0,98,0,253061,0,5449,0,1140,0,1207,0,4810749,0,96.88,9.51,2007
IN,transit,1550,0,5728362,0,168,0,227307,0,17910,0,1652,0,1718,0,5955669,0,93.33,94.41,2007
IN,education total,127502,0,425331844,0,36355,0,33912012,0,2573344,0,143072,0,163857,0,459243856,0,82.08,83.62,2007
IN,education - elementary and secondary total,127502,0,425331844,0,36355,0,33912012,0,2573344,0,143072,0,163857,0,459243856,0,82.08,83.62,2007
IN,education - elementary and secondary instructional,86327,0,336798750,0,16766,0,15814064,0,1098934,0,92937,0,103093,0,352612814,0,82.08,83.62,2007
IN,education - elementary and secondary other,41175,0,88533094,0,19589,0,18097948,0,1474410,0,50135,0,60764,0,106631042,0,80.83,81.53,2007
IN,libraries,3414,0,8751550,0,3951,0,2668330,0,275759,0,4975,0,7365,0,11419880,0,98.48,98.06,2007
IN,other and unallocable,3281,0,8839425,0,1062,0,710547,0,61369,0,3624,0,4343,0,9549972,0,63.42,65.26,2007
IA,total,110697,0,368355229,0,52036,0,40873803,0,3209618,0,128929,0,162733,0,409229032,0,82.74,84.92,2007
IA,financial administration,2663,0,8824502,0,522,0,314669,0,24794,0,2789,0,3185,0,9139171,0,82.13,85.59,2007
IA,other government administration,2081,0,7177180,0,3346,0,976731,0,65661,0,2403,0,5427,0,8153911,0,82.94,87.42,2007
IA,judicial and legal,776,0,3473283,0,132,0,175333,0,9368,0,834,0,908,0,3648616,0,89.68,91.13,2007
IA,police protection total,5997,0,23930276,0,970,0,689728,0,51333,0,6276,0,6967,0,24620004,0,86.57,88.33,2007
IA,police protection - officers,4642,0,19693777,0,315,0,193080,0,15981,0,4724,0,4957,0,19886857,0,88.65,88.45,2007
IA,police protection - other,1355,0,4236499,0,655,0,496648,0,35352,0,1552,0,2010,0,4733147,0,84.1,87.86,2007
IA,fire protection total,1853,0,8241973,0,1738,0,388319,0,33089,0,2034,0,3591,0,8630292,0,85.42,89.16,2007
IA,fire protection - firefighters,1796,0,8011639,0,1618,0,334717,0,29461,0,1955,0,3414,0,8346356,0,85.47,88.96,2007
IA,fire protection - other,57,0,230334,0,120,0,53602,0,3628,0,79,0,177,0,283936,0,84.16,95.02,2007
IA,corrections,1272,0,4234518,0,252,0,279537,0,22144,0,1394,0,1524,0,4514055,0,94.44,95.97,2007
IA,highways,5777,0,21107781,0,315,0,221656,0,17623,0,5866,0,6092,0,21329437,0,82.87,79.88,2007
IA,air transportation,201,0,802669,0,33,0,31647,0,2785,0,216,0,234,0,834316,0,97.43,98.79,2007
IA,public welfare,962,0,2756258,0,572,0,416159,0,35315,0,1166,0,1534,0,3172417,0,76.34,84.2,2007
IA,health,1862,0,5977745,0,1129,0,1026784,0,76409,0,2296,0,2991,0,7004529,0,78.72,81.88,2007
IA,hospitals,8988,0,30929796,0,3833,0,5652080,0,359819,0,11048,0,12821,0,36581876,0,86.89,92.6,2007
IA,solid waste management,600,0,1931664,0,197,0,129648,0,11801,0,662,0,797,0,2061312,0,89.72,94.89,2007
IA,sewerage,1190,0,4401103,0,238,0,101649,0,7636,0,1218,0,1428,0,4502752,0,89.5,91.44,2007
IA,parks and recreation,1433,0,5003828,0,2450,0,974811,0,101739,0,2005,0,3883,0,5978639,0,83.43,89.22,2007
IA,housing and community development,429,0,1678416,0,58,0,57189,0,5167,0,460,0,487,0,1735605,0,93.32,96.44,2007
IA,natural resources,181,0,593016,0,127,0,104591,0,8357,0,227,0,308,0,697607,0,86.56,92.98,2007
IA,water transport and terminals,1556,0,5807654,0,288,0,147828,0,12195,0,1609,0,1844,0,5955482,0,92.21,95.28,2007
IA,electric power,844,0,3877904,0,36,0,24223,0,1927,0,855,0,880,0,3902127,0,98.91,53.78,2007
IA,gas supply,88,0,368560,0,1,0,210,0,28,0,88,0,89,0,368770,0,96.6,97.47,2007
IA,transit,521,0,1759422,0,493,0,628866,0,52975,0,820,0,1014,0,2388288,0,84.66,96.86,2007
IA,education total,69122,0,217826138,0,32317,0,26650663,0,2128088,0,81351,0,101439,0,244476801,0,85.43,82.97,2007
IA,education - elementary and secondary total,63867,0,197990563,0,25991,0,21468899,0,1840597,0,74457,0,89858,0,219459462,0,85.71,82.77,2007
IA,education - elementary and secondary instructional,47865,0,163084518,0,12352,0,10292094,0,795792,0,52437,0,60217,0,173376612,0,85.71,82.77,2007
IA,education - elementary and secondary other,16002,0,34906045,0,13639,0,11176805,0,1044805,0,22020,0,29641,0,46082850,0,78.4,81.98,2007
IA,education - higher education total,5255,0,19835575,0,6326,0,5181764,0,287491,0,6894,0,11581,0,25017339,0,82.16,85.57,2007
IA,education - higher education instructional,1827,0,8307807,0,3063,0,3507774,0,122069,0,2521,0,4890,0,11815581,0,71.72,85.03,2007
IA,education - higher education other,3428,0,11527768,0,3263,0,1673990,0,165422,0,4373,0,6691,0,13201758,0,82.16,85.57,2007
IA,libraries,844,0,2726040,0,1979,0,1314849,0,128722,0,1573,0,2823,0,4040889,0,80.92,92.01,2007
IA,other and unallocable,1457,0,4925503,0,1010,0,566633,0,52643,0,1739,0,2467,0,5492136,0,84.02,88.42,2007
KS,total,127649,0,401993203,0,50046,0,35352021,0,2692391,0,142855,0,177695,0,437345224,0,82.59,84.23,2007
KS,financial administration,3036,0,9804721,0,1549,0,291862,0,24063,0,3109,0,4585,0,10096583,0,89.65,82.61,2007
KS,other government administration,2399,0,8324157,0,4504,0,690975,0,50823,0,2594,0,6903,0,9015132,0,82.05,83.29,2007
KS,judicial and legal,1450,0,5209667,0,543,0,432045,0,22003,0,1555,0,1993,0,5641712,0,83.6,87.27,2007
KS,police protection total,7777,0,29188805,0,805,0,505004,0,44346,0,8013,0,8582,0,29693809,0,85.92,79.88,2007
KS,police protection - officers,5776,0,23637568,0,414,0,218425,0,19084,0,5871,0,6190,0,23855993,0,86.73,79.03,2007
KS,police protection - other,2001,0,5551237,0,391,0,286579,0,25262,0,2142,0,2392,0,5837816,0,83.69,83.33,2007
KS,fire protection total,3143,0,13890783,0,2482,0,285629,0,25163,0,3271,0,5625,0,14176412,0,75.4,67.91,2007
KS,fire protection - firefighters,2987,0,13306377,0,2433,0,260877,0,23046,0,3102,0,5420,0,13567254,0,75.36,67.35,2007
KS,fire protection - other,156,0,584406,0,49,0,24752,0,2117,0,169,0,205,0,609158,0,76.07,80.4,2007
KS,corrections,2805,0,8864764,0,248,0,195170,0,14947,0,2889,0,3053,0,9059934,0,78.3,72.41,2007
KS,highways,4844,0,13638861,0,706,0,455151,0,41343,0,5050,0,5550,0,14094012,0,88.57,85.86,2007
KS,air transportation,219,0,774516,0,15,0,13042,0,1084,0,225,0,234,0,787558,0,80.32,79.71,2007
KS,public welfare,666,0,1814969,0,212,0,175188,0,15187,0,753,0,878,0,1990157,0,48.97,40.07,2007
KS,health,2897,0,9449854,0,1267,0,789234,0,62489,0,3248,0,4164,0,10239088,0,69.06,65.09,2007
KS,hospitals,7001,0,22767495,0,2341,0,3088354,0,188041,0,8064,0,9342,0,25855849,0,92.12,90.01,2007
KS,solid waste management,994,0,2613313,0,126,0,86939,0,9244,0,1045,0,1120,0,2700252,0,79.68,75.83,2007
KS,sewerage,1175,0,3925260,0,101,0,48816,0,4513,0,1196,0,1276,0,3974076,0,62.33,55.95,2007
KS,parks and recreation,1929,0,5870630,0,2105,0,1000149,0,105434,0,2515,0,4034,0,6870779,0,66.72,70.11,2007
KS,housing and community development,792,0,2383655,0,383,0,280417,0,24757,0,923,0,1175,0,2664072,0,78.6,78.17,2007
KS,natural resources,312,0,852014,0,215,0,125006,0,10095,0,362,0,527,0,977020,0,84.11,75.47,2007
KS,water transport and terminals,2077,0,7204682,0,540,0,367312,0,25901,0,2198,0,2617,0,7571994,0,83.94,75.97,2007
KS,electric power,1296,0,5798160,0,44,0,25767,0,2127,0,1306,0,1340,0,5823927,0,58.11,41.95,2007
KS,gas supply,69,0,220972,0,1,0,722,0,53,0,69,0,70,0,221694,0,100,97.86,2007
KS,transit,406,0,1188486,0,32,0,14555,0,1828,0,417,0,438,0,1203041,0,80.03,79.93,2007
KS,education total,79103,0,238416786,0,30175,0,25530192,0,1933807,0,90343,0,109278,0,263946978,0,85.57,88,2007
KS,education - elementary and secondary total,73297,0,217432235,0,23300,0,19854976,0,1590912,0,82565,0,96597,0,237287211,0,84.76,87.26,2007
KS,education - elementary and secondary instructional,53226,0,174441844,0,12710,0,11434259,0,751563,0,57604,0,65936,0,185876103,0,84.76,87.26,2007
KS,education - elementary and secondary other,20071,0,42990391,0,10590,0,8420717,0,839349,0,24961,0,30661,0,51411108,0,79.08,91.13,2007
KS,education - higher education total,5806,0,20984551,0,6875,0,5675216,0,342895,0,7778,0,12681,0,26659767,0,94.75,98.04,2007
KS,education - higher education instructional,2029,0,9649734,0,3149,0,3413674,0,115921,0,2699,0,5178,0,13063408,0,87.54,97.03,2007
KS,education - higher education other,3777,0,11334817,0,3726,0,2261542,0,226974,0,5079,0,7503,0,13596359,0,94.75,98.04,2007
KS,libraries,839,0,2508236,0,690,0,539523,0,47232,0,1097,0,1529,0,3047759,0,70.63,68.18,2007
KS,other and unallocable,2420,0,7282417,0,962,0,410969,0,37911,0,2613,0,3382,0,7693386,0,83.62,75.72,2007
KY,total,155755,0,433903434,0,30395,0,21494840,0,1789995,0,166530,0,186150,0,455398274,0,88.6,91.82,2007
KY,financial administration,1608,0,4932730,0,271,0,238304,0,19003,0,1714,0,1879,0,5171034,0,84.08,86.99,2007
KY,other government administration,2693,0,8550009,0,1787,0,725139,0,42664,0,2912,0,4480,0,9275148,0,77.65,82.38,2007
KY,judicial and legal,916,0,2632355,0,473,0,479409,0,37122,0,1122,0,1389,0,3111764,0,78.53,84.87,2007
KY,police protection total,7459,0,26503084,0,815,0,617299,0,56570,0,7781,0,8274,0,27120383,0,86.71,87.04,2007
KY,police protection - officers,6327,0,23534143,0,234,0,193975,0,15709,0,6420,0,6561,0,23728118,0,89.38,87.48,2007
KY,police protection - other,1132,0,2968941,0,581,0,423324,0,40861,0,1361,0,1713,0,3392265,0,80.91,84.76,2007
KY,fire protection total,3792,0,14895945,0,1025,0,455430,0,37608,0,4003,0,4817,0,15351375,0,92.26,89.56,2007
KY,fire protection - firefighters,3606,0,14339506,0,946,0,410845,0,33496,0,3796,0,4552,0,14750351,0,91.33,89.42,2007
KY,fire protection - other,186,0,556439,0,79,0,44585,0,4112,0,207,0,265,0,601024,0,91.32,93.17,2007
KY,corrections,3409,0,8886685,0,434,0,381020,0,37733,0,3623,0,3843,0,9267705,0,83.16,85.4,2007
KY,highways,3101,0,7868708,0,74,0,61914,0,5780,0,3132,0,3175,0,7930622,0,81.19,82.47,2007
KY,air transportation,654,0,2748310,0,65,0,75370,0,5729,0,687,0,719,0,2823680,0,100,100,2007
KY,water transport and terminals,91,0,266163,0,12,0,14796,0,1268,0,98,0,103,0,280959,0,99.36,100,2007
KY,public welfare,474,0,1418957,0,218,0,111206,0,16378,0,566,0,692,0,1530163,0,96.32,97.37,2007
KY,health,4644,0,14188564,0,1125,0,1096093,0,86183,0,5141,0,5769,0,15284657,0,91.73,90.83,2007
KY,hospitals,3635,0,12172046,0,1157,0,1710500,0,101495,0,4208,0,4792,0,13882546,0,100,100,2007
KY,solid waste management,1504,0,3817083,0,153,0,107137,0,11537,0,1572,0,1657,0,3924220,0,82.43,84.6,2007
KY,sewerage,1668,0,6245047,0,80,0,77117,0,6204,0,1701,0,1748,0,6322164,0,94.79,96.08,2007
KY,parks and recreation,1363,0,3685513,0,1358,0,903587,0,108638,0,1980,0,2721,0,4589100,0,93.15,95.2,2007
KY,housing and community development,963,0,3101799,0,94,0,93028,0,8439,0,1013,0,1057,0,3194827,0,90.4,90.67,2007
KY,natural resources,175,0,436033,0,358,0,132396,0,11768,0,241,0,533,0,568429,0,90.08,94.72,2007
KY,water transport and terminals,2819,0,9059164,0,350,0,238163,0,16665,0,2911,0,3169,0,9297327,0,93.2,94.47,2007
KY,electric power,642,0,2976013,0,16,0,18437,0,1322,0,650,0,658,0,2994450,0,94.27,94.26,2007
KY,gas supply,186,0,507094,0,4,0,3625,0,309,0,188,0,190,0,510719,0,76.56,76.61,2007
KY,transit,920,0,3134774,0,191,0,189204,0,15235,0,1005,0,1111,0,3323978,0,98.61,99.01,2007
KY,education total,109722,0,286539236,0,18903,0,12785154,0,1057085,0,116367,0,128625,0,299324390,0,88.1,92.81,2007
KY,education - elementary and secondary total,109716,0,286520983,0,18894,0,12779535,0,1056473,0,116357,0,128610,0,299300518,0,88.1,92.81,2007
KY,education - elementary and secondary instructional,69944,0,217310847,0,10474,0,7648480,0,516410,0,73193,0,80418,0,224959327,0,88.1,92.81,2007
KY,education - elementary and secondary other,39772,0,69210136,0,8420,0,5131055,0,540063,0,43164,0,48192,0,74341191,0,89.07,92.22,2007
KY,education - higher education total,6,0,18253,0,9,0,5619,0,612,0,10,0,15,0,23872,0,100,100,2007
KY,education - higher education other,6,0,18253,0,9,0,5619,0,612,0,10,0,15,0,23872,0,100,100,2007
KY,libraries,1241,0,3129152,0,1031,0,714949,0,79515,0,1695,0,2272,0,3844101,0,95.99,97.8,2007
KY,other and unallocable,2076,0,6208970,0,401,0,265563,0,25745,0,2220,0,2477,0,6474533,0,88.52,92.13,2007
LA,total,168576,0,488233231,0,28740,0,22922483,0,1957241,0,180029,0,197316,0,511155714,0,77.41,77.39,2007
LA,financial administration,3293,0,10157810,0,299,0,268128,0,23712,0,3425,0,3592,0,10425938,0,77.68,75.19,2007
LA,other government administration,2510,0,7591439,0,1349,0,755835,0,52273,0,2799,0,3859,0,8347274,0,69.08,71.4,2007
LA,judicial and legal,5155,0,14457683,0,829,0,688819,0,57669,0,5486,0,5984,0,15146502,0,76.23,74.8,2007
LA,police protection total,13936,0,43591996,0,1906,0,1441102,0,149108,0,14780,0,15842,0,45033098,0,75.87,75.36,2007
LA,police protection - officers,11015,0,35382209,0,769,0,561466,0,59401,0,11355,0,11784,0,35943675,0,77.96,76.55,2007
LA,police protection - other,2921,0,8209787,0,1137,0,879636,0,89707,0,3425,0,4058,0,9089423,0,68.92,70.63,2007
LA,fire protection total,5485,0,19164776,0,338,0,126333,0,13845,0,5559,0,5823,0,19291109,0,71.12,62.24,2007
LA,fire protection - firefighters,5319,0,18688180,0,301,0,106385,0,12231,0,5384,0,5620,0,18794565,0,71.55,62.88,2007
LA,fire protection - other,166,0,476596,0,37,0,19948,0,1614,0,175,0,203,0,496544,0,46.02,38.14,2007
LA,corrections,5155,0,14225449,0,357,0,328716,0,31194,0,5337,0,5512,0,14554165,0,82.04,82.05,2007
LA,highways,4844,0,12001414,0,325,0,294321,0,31375,0,5024,0,5169,0,12295735,0,70.88,71.98,2007
LA,air transportation,354,0,1207320,0,24,0,21791,0,2085,0,366,0,378,0,1229111,0,55.76,57.41,2007
LA,water transport and terminals,300,0,1081308,0,37,0,25602,0,2617,0,314,0,337,0,1106910,0,96.89,98.07,2007
LA,public welfare,801,0,1921351,0,90,0,116626,0,11837,0,868,0,891,0,2037977,0,62.29,70.4,2007
LA,health,1483,0,4257095,0,278,0,271504,0,19917,0,1599,0,1761,0,4528599,0,53.46,56.57,2007
LA,hospitals,15826,0,59918542,0,4378,0,7209054,0,437888,0,18330,0,20204,0,67127596,0,82.93,85.33,2007
LA,solid waste management,1061,0,2377783,0,174,0,101449,0,11831,0,1126,0,1235,0,2479232,0,66.14,66.06,2007
LA,sewerage,1727,0,5013247,0,94,0,100657,0,9148,0,1781,0,1821,0,5113904,0,64.54,66.65,2007
LA,parks and recreation,2681,0,6328092,0,2338,0,1577586,0,196622,0,3795,0,5019,0,7905678,0,59.75,65,2007
LA,housing and community development,974,0,2975526,0,119,0,94022,0,8772,0,1022,0,1093,0,3069548,0,79.36,80.83,2007
