state,government_function,full_time_employees,full_time_employees_coefficient_of_variation_as_percent,full_time_pay,full_time_pay_coefficient_of_variation_as_percent,part_time_employees,part_time_employees_coefficient_of_variation_as_percent,part_time_pay,part_time_pay_coefficient_of_variation_as_percent,part_time_hours,part_time_hours_coefficient_of_variation_as_percent,full_time_equivalent_employees,full_time_equivalent_employees_coefficient_of_variation_as_percent,total_employees,total_employees_coefficient_of_variation_as_percent,total_march_pay,total_march_pay_coefficient_of_variation_as_percent,full_time_equivalent_employees_response_rate_as_percent,total_march_pay_response_rate_as_percent,year
OR,education - higher education instructional,1873,0,9526093,0,4727,0,5969489,0,181003,0,2893,0,6600,0,15495582,0,82.93,97.47,2007
OR,education - higher education other,3940,0,14316929,0,4569,0,3202939,0,226316,0,5217,0,8509,0,17519868,0,84,97.81,2007
OR,libraries,1081,0,4020555,0,1481,0,1702879,0,114957,0,1728,0,2562,0,5723434,0,76.55,77.24,2007
OR,other and unallocable,3402,0,14779656,0,870,0,928871,0,60079,0,3732,0,4272,0,15708527,0,71.36,70.73,2007
PA,total,390057,0,1515544513,0,112745,0,100090483,0,7496097,0,434048,0,502802,0,1615634996,0,77.25,76.24,2007
PA,financial administration,7396,0,24642673,0,3753,0,2694471,0,185583,0,8380,0,11149,0,27337144,0,75.03,79.58,2007
PA,other government administration,8177,0,29261861,0,8838,0,3606693,0,226393,0,9358,0,17015,0,32868554,0,78.69,82.29,2007
PA,judicial and legal,14712,0,47166171,0,1505,0,1553097,0,91762,0,15243,0,16217,0,48719268,0,86.51,87.22,2007
PA,police protection total,23248,0,113662476,0,8028,0,7449113,0,595073,0,26632,0,31276,0,121111589,0,77.7,84.17,2007
PA,police protection - officers,19765,0,102042982,0,3691,0,3742136,0,319237,0,21579,0,23456,0,105785118,0,82.48,83.87,2007
PA,police protection - other,3483,0,11619494,0,4337,0,3706977,0,275836,0,5053,0,7820,0,15326471,0,75.51,86.32,2007
PA,fire protection total,5978,0,30772655,0,580,0,396297,0,33740,0,6167,0,6558,0,31168952,0,82.4,86.35,2007
PA,fire protection - firefighters,5408,0,28835929,0,503,0,322663,0,29430,0,5573,0,5911,0,29158592,0,83.59,87.33,2007
PA,fire protection - other,570,0,1936726,0,77,0,73634,0,4310,0,594,0,647,0,2010360,0,71.23,72.12,2007
PA,corrections,12435,0,44198850,0,1002,0,1324462,0,101038,0,13034,0,13437,0,45523312,0,84.78,86.72,2007
PA,highways,9815,0,34505038,0,2594,0,1853024,0,164017,0,10733,0,12409,0,36358062,0,80.62,82.42,2007
PA,air transportation,1600,0,6387505,0,146,0,120563,0,11667,0,1666,0,1746,0,6508068,0,98.14,98.76,2007
PA,water transport and terminals,107,0,495111,0,43,0,30368,0,2650,0,122,0,150,0,525479,0,100,16.88,2007
PA,public welfare,19422,0,59206929,0,2853,0,3487827,0,265259,0,20996,0,22275,0,62694756,0,71.37,75.36,2007
PA,health,5056,0,18087504,0,511,0,458202,0,31162,0,5237,0,5567,0,18545706,0,84.58,84.5,2007
PA,hospitals,593,0,2171434,0,291,0,397814,0,19689,0,712,0,884,0,2569248,0,88.39,85.41,2007
PA,solid waste management,2939,0,10225926,0,374,0,426724,0,37013,0,3149,0,3313,0,10652650,0,83.64,87.88,2007
PA,sewerage,6191,0,22515651,0,1294,0,801740,0,58745,0,6495,0,7485,0,23317391,0,88.24,89.48,2007
PA,parks and recreation,2750,0,10508581,0,3027,0,1559812,0,140006,0,3552,0,5777,0,12068393,0,79.24,85.03,2007
PA,housing and community development,5530,0,18636180,0,299,0,318345,0,24428,0,5670,0,5829,0,18954525,0,95.39,95.04,2007
PA,natural resources,378,0,1093137,0,39,0,39282,0,2808,0,394,0,417,0,1132419,0,90.05,89.37,2007
PA,water transport and terminals,4941,0,18763793,0,808,0,481132,0,37841,0,5131,0,5749,0,19244925,0,91.51,92.3,2007
PA,electric power,154,0,653851,0,16,0,9681,0,911,0,159,0,170,0,663532,0,75.71,77.51,2007
PA,gas supply,1722,0,6522514,0,1,0,416,0,38,0,1722,0,1723,0,6522930,0,99.99,0.64,2007
PA,transit,13599,0,51812553,0,537,0,568471,0,46668,0,13868,0,14136,0,52381024,0,99.48,99.59,2007
PA,education total,236549,0,941714934,0,72920,0,69967383,0,5209552,0,267664,0,309469,0,1011682317,0,75.71,72.15,2007
PA,education - elementary and secondary total,230298,0,915427675,0,62577,0,59584142,0,4667991,0,258253,0,292875,0,975011817,0,75.87,72.17,2007
PA,education - elementary and secondary instructional,165428,0,730110221,0,30160,0,29000117,0,2297040,0,179233,0,195588,0,759110338,0,75.86,72.17,2007
PA,education - elementary and secondary other,64870,0,185317454,0,32417,0,30584025,0,2370951,0,79020,0,97287,0,215901479,0,74.71,69.51,2007
PA,education - higher education total,6251,0,26287259,0,10343,0,10383241,0,541561,0,9411,0,16594,0,36670500,0,70.17,71.41,2007
PA,education - higher education instructional,2383,0,11802604,0,6936,0,7700941,0,322958,0,4261,0,9319,0,19503545,0,48.27,59.05,2007
PA,education - higher education other,3868,0,14484655,0,3407,0,2682300,0,218603,0,5150,0,7275,0,17166955,0,70.17,71.41,2007
PA,libraries,1419,0,4994862,0,1052,0,908888,0,71156,0,1834,0,2471,0,5903750,0,84.63,90.94,2007
PA,other and unallocable,5346,0,17544324,0,2234,0,1636678,0,138898,0,6130,0,7580,0,19181002,0,77.1,80.28,2007
RI,total,30867,0,137993176,0,6372,0,6258686,0,390584,0,33363,0,37239,0,144251862,0,83,85.55,2007
RI,financial administration,696,0,2648088,0,66,0,67328,0,5786,0,734,0,762,0,2715416,0,71.93,73.01,2007
RI,other government administration,841,0,3084606,0,286,0,178211,0,8967,0,893,0,1127,0,3262817,0,66.38,68.11,2007
RI,judicial and legal,75,0,316783,0,62,0,55007,0,2133,0,87,0,137,0,371790,0,75.91,23.85,2007
RI,police protection total,3031,0,13295552,0,343,0,466979,0,24670,0,3178,0,3374,0,13762531,0,70.41,71,2007
RI,police protection - officers,2411,0,11464129,0,6,0,2677,0,147,0,2412,0,2417,0,11466806,0,75.43,74.01,2007
RI,police protection - other,620,0,1831423,0,337,0,464302,0,24523,0,766,0,957,0,2295725,0,54.66,55.97,2007
RI,fire protection total,2234,0,10653721,0,385,0,168452,0,14430,0,2315,0,2619,0,10822173,0,83.35,82.93,2007
RI,fire protection - firefighters,2153,0,10311623,0,249,0,106531,0,9517,0,2206,0,2402,0,10418154,0,83.72,83.03,2007
RI,fire protection - other,81,0,342098,0,136,0,61921,0,4913,0,109,0,217,0,404019,0,75.64,81.95,2007
RI,highways,881,0,3299970,0,27,0,18350,0,1305,0,889,0,908,0,3318320,0,62.96,61.8,2007
RI,water transport and terminals,4,0,10645,0,3,0,1720,0,115,0,4,0,7,0,12365,0,90.34,100,2007
RI,public welfare,75,0,248780,0,72,0,61218,0,4462,0,101,0,147,0,309998,0,61.09,58.44,2007
RI,health,68,0,262699,0,21,0,24243,0,1463,0,76,0,89,0,286942,0,54.78,61.23,2007
RI,solid waste management,152,0,554519,0,1,0,1328,0,53,0,152,0,153,0,555847,0,89.5,88.13,2007
RI,sewerage,238,0,908036,0,7,0,2658,0,143,0,238,0,245,0,910694,0,57.8,55.29,2007
RI,parks and recreation,750,0,1654846,0,220,0,96888,0,8912,0,802,0,970,0,1751734,0,71.28,67.86,2007
RI,housing and community development,618,0,2117866,0,94,0,111204,0,6665,0,656,0,712,0,2229070,0,91.21,98.4,2007
RI,natural resources,1,0,3002,0,6,0,9432,0,395,0,4,0,7,0,12434,0,63.09,80.64,2007
RI,water transport and terminals,657,0,3122838,0,30,0,22511,0,1439,0,665,0,687,0,3145349,0,85.92,87.51,2007
RI,electric power,15,0,66176,0,1,0,500,0,40,0,15,0,16,0,66676,0,100,100,2007
RI,education total,19758,0,93090788,0,4030,0,4448661,0,266318,0,21525,0,23788,0,97539449,0,88.34,90.83,2007
RI,education - elementary and secondary total,19758,0,93090788,0,4030,0,4448661,0,266318,0,21525,0,23788,0,97539449,0,88.34,90.83,2007
RI,education - elementary and secondary instructional,15831,0,81994081,0,2193,0,3014186,0,151190,0,16838,0,18024,0,85008267,0,88.34,90.83,2007
RI,education - elementary and secondary other,3927,0,11096707,0,1837,0,1434475,0,115128,0,4687,0,5764,0,12531182,0,87.15,90.48,2007
RI,libraries,302,0,1030459,0,404,0,300655,0,24935,0,449,0,706,0,1331114,0,56.87,65.59,2007
RI,other and unallocable,471,0,1623802,0,314,0,223341,0,18353,0,580,0,785,0,1847143,0,74.49,79.87,2007
SC,total,167124,0,512887020,0,30890,0,24959884,0,1877017,0,178059,0,198014,0,537846904,0,82.86,84,2007
SC,financial administration,3025,0,9534687,0,206,0,189351,0,15699,0,3117,0,3231,0,9724038,0,87.18,89.36,2007
SC,other government administration,2674,0,9054886,0,1226,0,671160,0,45573,0,2929,0,3900,0,9726046,0,88.22,91.41,2007
SC,judicial and legal,3173,0,10230633,0,620,0,792843,0,49981,0,3463,0,3793,0,11023476,0,90.06,88.93,2007
SC,police protection total,10689,0,33948309,0,819,0,634287,0,53122,0,10999,0,11508,0,34582596,0,90.99,90.94,2007
SC,police protection - officers,8948,0,29348002,0,164,0,146144,0,11400,0,9011,0,9112,0,29494146,0,92.63,92.13,2007
SC,police protection - other,1741,0,4600307,0,655,0,488143,0,41722,0,1988,0,2396,0,5088450,0,89.08,91.42,2007
SC,fire protection total,4716,0,14459183,0,756,0,240579,0,22740,0,4843,0,5472,0,14699762,0,93.61,93.22,2007
SC,fire protection - firefighters,4432,0,13487445,0,720,0,218700,0,21020,0,4548,0,5152,0,13706145,0,93.07,93.31,2007
SC,fire protection - other,284,0,971738,0,36,0,21879,0,1720,0,295,0,320,0,993617,0,92.08,91.93,2007
SC,corrections,2779,0,8081954,0,70,0,101886,0,7639,0,2823,0,2849,0,8183840,0,80.07,90.04,2007
SC,highways,2562,0,6846855,0,60,0,52569,0,4944,0,2590,0,2622,0,6899424,0,91.96,91.28,2007
SC,air transportation,464,0,1421594,0,80,0,70627,0,6558,0,499,0,544,0,1492221,0,98.66,98.96,2007
SC,public welfare,286,0,661477,0,62,0,52877,0,5267,0,317,0,348,0,714354,0,95.45,94.87,2007
SC,health,2132,0,6847548,0,442,0,466983,0,33185,0,2326,0,2574,0,7314531,0,77.42,75.48,2007
SC,hospitals,18780,0,66236222,0,5947,0,9061416,0,429168,0,21229,0,24727,0,75297638,0,87.76,93.77,2007
SC,solid waste management,2336,0,5391897,0,1099,0,919479,0,112146,0,2980,0,3435,0,6311376,0,89.58,92.46,2007
SC,sewerage,2019,0,6421372,0,44,0,50458,0,3187,0,2036,0,2063,0,6471830,0,98.15,98.28,2007
SC,parks and recreation,2370,0,6309841,0,1842,0,1182155,0,122168,0,3075,0,4212,0,7491996,0,88.16,88.42,2007
SC,housing and community development,1123,0,3230370,0,109,0,87025,0,8118,0,1172,0,1232,0,3317395,0,98.77,99.12,2007
SC,natural resources,182,0,492479,0,57,0,41533,0,4202,0,204,0,239,0,534012,0,97.61,94.86,2007
SC,water transport and terminals,2882,0,9374486,0,150,0,110228,0,7929,0,2925,0,3032,0,9484714,0,97.43,97.12,2007
SC,electric power,316,0,1225132,0,8,0,7987,0,611,0,320,0,324,0,1233119,0,95.62,95.01,2007
SC,gas supply,368,0,1316847,0,10,0,11287,0,940,0,373,0,378,0,1328134,0,100,100,2007
SC,transit,384,0,827117,0,136,0,102873,0,9749,0,439,0,520,0,929990,0,94.92,95.01,2007
SC,education total,99190,0,297309153,0,15975,0,9164289,0,853317,0,104255,0,115165,0,306473442,0,78.74,79.23,2007
SC,education - elementary and secondary total,99190,0,297309153,0,15975,0,9164289,0,853317,0,104255,0,115165,0,306473442,0,78.74,79.23,2007
SC,education - elementary and secondary instructional,70284,0,238412116,0,9249,0,4475478,0,412358,0,72733,0,79533,0,242887594,0,78.74,79.23,2007
SC,education - elementary and secondary other,28906,0,58897037,0,6726,0,4688811,0,440959,0,31522,0,35632,0,63585848,0,79.45,77.91,2007
SC,libraries,1368,0,3731498,0,889,0,713055,0,61559,0,1729,0,2257,0,4444553,0,91.15,89.22,2007
SC,other and unallocable,3306,0,9933480,0,283,0,234937,0,19215,0,3416,0,3589,0,10168417,0,86.14,87.29,2007
SD,total,26361,0,76534904,0,15612,0,7548312,0,574802,0,29524,0,41973,0,84083216,0,77.1,76.15,2007
SD,financial administration,935,0,2548145,0,996,0,203278,0,18674,0,1016,0,1931,0,2751423,0,91.65,93.42,2007
SD,other government administration,379,0,1132221,0,4836,0,582386,0,32488,0,516,0,5215,0,1714607,0,70.71,87,2007
SD,judicial and legal,283,0,1021451,0,73,0,85659,0,4394,0,306,0,356,0,1107110,0,94.93,96.04,2007
SD,police protection total,1464,0,5153671,0,218,0,148196,0,11986,0,1528,0,1682,0,5301867,0,89.52,86.71,2007
SD,police protection - officers,1183,0,4454596,0,79,0,61605,0,4448,0,1207,0,1262,0,4516201,0,88.35,85.33,2007
SD,police protection - other,281,0,699075,0,139,0,86591,0,7538,0,321,0,420,0,785666,0,93.88,94.67,2007
SD,fire protection total,413,0,1687176,0,74,0,15248,0,1390,0,418,0,487,0,1702424,0,76.95,76.8,2007
SD,fire protection - firefighters,400,0,1647955,0,44,0,12733,0,1054,0,404,0,444,0,1660688,0,76.7,76.23,2007
SD,fire protection - other,13,0,39221,0,30,0,2515,0,336,0,14,0,43,0,41736,0,83.74,99.53,2007
SD,corrections,546,0,1626160,0,126,0,70431,0,7359,0,586,0,672,0,1696591,0,97.45,98.3,2007
SD,highways,1376,0,3973901,0,325,0,178331,0,14438,0,1447,0,1701,0,4152232,0,89.66,90.84,2007
SD,air transportation,50,0,151862,0,24,0,10143,0,1023,0,54,0,74,0,162005,0,67.53,69.72,2007
SD,public welfare,164,0,447151,0,173,0,157417,0,15346,0,245,0,337,0,604568,0,82.58,97.96,2007
SD,health,205,0,624774,0,413,0,147896,0,11956,0,273,0,618,0,772670,0,86.97,94.55,2007
SD,hospitals,299,0,991812,0,198,0,287622,0,17646,0,399,0,497,0,1279434,0,82.39,99.13,2007
SD,solid waste management,200,0,630259,0,87,0,39012,0,4286,0,216,0,287,0,669271,0,76.25,77.78,2007
SD,sewerage,231,0,828245,0,94,0,37832,0,3216,0,244,0,325,0,866077,0,88.06,63.85,2007
SD,parks and recreation,321,0,1086932,0,733,0,265468,0,28115,0,478,0,1054,0,1352400,0,80.39,80.71,2007
SD,housing and community development,162,0,407926,0,97,0,69974,0,5753,0,192,0,259,0,477900,0,94.97,93.86,2007
SD,natural resources,211,0,462360,0,211,0,93245,0,6636,0,244,0,422,0,555605,0,90.81,83.88,2007
SD,water transport and terminals,336,0,1123870,0,95,0,48779,0,4106,0,353,0,431,0,1172649,0,84.47,83.96,2007
SD,electric power,149,0,671587,0,20,0,11034,0,746,0,153,0,169,0,682621,0,98.06,99.02,2007
SD,gas supply,13,0,56317,0,3,0,1380,0,92,0,13,0,16,0,57697,0,99.5,99.82,2007
SD,transit,24,0,59646,0,42,0,28301,0,2826,0,40,0,66,0,87947,0,75.67,85.35,2007
SD,education total,17601,0,48782721,0,6044,0,4755102,0,349151,0,19631,0,23645,0,53537823,0,75.09,72.34,2007
SD,education - elementary and secondary total,17182,0,47328315,0,5866,0,4577082,0,343998,0,19181,0,23048,0,51905397,0,75.52,72.58,2007
SD,education - elementary and secondary instructional,12926,0,38386736,0,2987,0,2588827,0,178514,0,13966,0,15913,0,40975563,0,75.52,72.58,2007
SD,education - elementary and secondary other,4256,0,8941579,0,2879,0,1988255,0,165484,0,5215,0,7135,0,10929834,0,72.47,70.25,2007
SD,education - higher education total,419,0,1454406,0,178,0,178020,0,5153,0,450,0,597,0,1632426,0,40.99,53.82,2007
SD,education - higher education instructional,263,0,1077591,0,53,0,40612,0,1576,0,272,0,316,0,1118203,0,44.65,48.17,2007
SD,education - higher education other,156,0,376815,0,125,0,137408,0,3577,0,178,0,281,0,514223,0,40.99,53.82,2007
SD,libraries,196,0,625213,0,278,0,133663,0,15171,0,280,0,474,0,758876,0,78.03,81.25,2007
SD,other and unallocable,803,0,2441504,0,452,0,177915,0,18004,0,892,0,1255,0,2619419,0,67.49,66.97,2007
TN,total,224981,0,717471178,0,39269,0,31845194,0,2528684,0,239645,0,264250,0,749316372,0,68.38,65.15,2007
TN,financial administration,4327,0,14497194,0,422,0,418855,0,33505,0,4510,0,4749,0,14916049,0,77.85,81.67,2007
TN,other government administration,3927,0,11796442,0,2409,0,1058344,0,66030,0,4294,0,6336,0,12854786,0,70.52,76.43,2007
TN,judicial and legal,4428,0,15001842,0,527,0,428826,0,30062,0,4588,0,4955,0,15430668,0,83.76,83.69,2007
TN,police protection total,16068,0,55093664,0,1553,0,1230660,0,106473,0,16672,0,17621,0,56324324,0,83.69,81,2007
TN,police protection - officers,12644,0,45711600,0,421,0,309472,0,29351,0,12811,0,13065,0,46021072,0,83.15,82.44,2007
TN,police protection - other,3424,0,9382064,0,1132,0,921188,0,77122,0,3861,0,4556,0,10303252,0,71.87,74.56,2007
TN,fire protection total,7094,0,27094597,0,1027,0,433701,0,34577,0,7287,0,8121,0,27528298,0,92.72,94.37,2007
TN,fire protection - firefighters,6557,0,25079021,0,973,0,408515,0,32158,0,6735,0,7530,0,25487536,0,92.33,94.06,2007
TN,fire protection - other,537,0,2015576,0,54,0,25186,0,2419,0,552,0,591,0,2040762,0,97.55,98.18,2007
TN,corrections,6308,0,17944972,0,196,0,192435,0,14677,0,6390,0,6504,0,18137407,0,51.65,48.41,2007
TN,highways,6807,0,17573058,0,159,0,150222,0,15118,0,6893,0,6966,0,17723280,0,85.04,86.73,2007
TN,air transportation,861,0,3458009,0,97,0,106678,0,9432,0,915,0,958,0,3564687,0,98.18,99.06,2007
TN,water transport and terminals,12,0,60424,0,1,0,1250,0,36,0,12,0,13,0,61674,0,100,100,2007
TN,public welfare,1939,0,5027044,0,296,0,239955,0,24098,0,2076,0,2235,0,5266999,0,95.6,96.56,2007
TN,health,3965,0,12229724,0,764,0,912750,0,66640,0,4347,0,4729,0,13142474,0,78.72,79.94,2007
TN,hospitals,19020,0,70389934,0,3721,0,8226623,0,445497,0,21551,0,22741,0,78616557,0,63.49,60.26,2007
TN,solid waste management,3647,0,9304203,0,964,0,730908,0,79844,0,4105,0,4611,0,10035111,0,85.13,89.98,2007
TN,sewerage,1865,0,6153426,0,52,0,35923,0,2993,0,1881,0,1917,0,6189349,0,88.98,89.51,2007
TN,parks and recreation,2470,0,6951913,0,1629,0,1017541,0,118059,0,3142,0,4099,0,7969454,0,90.73,92.88,2007
TN,housing and community development,2162,0,6650990,0,156,0,173350,0,14088,0,2242,0,2318,0,6824340,0,96.85,70.02,2007
TN,natural resources,260,0,582146,0,137,0,72298,0,7538,0,299,0,397,0,654444,0,82.34,84.9,2007
TN,water transport and terminals,4939,0,16018643,0,445,0,299067,0,26105,0,5085,0,5384,0,16317710,0,91.61,92.55,2007
TN,electric power,6019,0,27413139,0,133,0,134208,0,9202,0,6070,0,6152,0,27547347,0,86.84,86.68,2007
TN,gas supply,2118,0,7640561,0,52,0,33213,0,2878,0,2134,0,2170,0,7673774,0,90.93,93.17,2007
TN,transit,925,0,2949663,0,203,0,254743,0,23368,0,1057,0,1128,0,3204406,0,37.95,32.51,2007
TN,education total,120613,0,367875044,0,22597,0,14560160,0,1284383,0,128242,0,143210,0,382435204,0,67.17,61.84,2007
TN,education - elementary and secondary total,120613,0,367875044,0,22597,0,14560160,0,1284383,0,128242,0,143210,0,382435204,0,67.17,61.84,2007
TN,education - elementary and secondary instructional,86671,0,307638334,0,13789,0,8749779,0,725717,0,90947,0,100460,0,316388113,0,67.17,61.84,2007
TN,education - elementary and secondary other,33942,0,60236710,0,8808,0,5810381,0,558666,0,37295,0,42750,0,66047091,0,63.22,56.67,2007
TN,libraries,1243,0,3424551,0,735,0,501314,0,50824,0,1531,0,1978,0,3925865,0,80.92,85.64,2007
TN,other and unallocable,3964,0,12339995,0,994,0,632170,0,63257,0,4322,0,4958,0,12972165,0,83.96,87.73,2007
TX,total,992092,0,3251067473,0,166296,0,146431767,0,10869612,0,1053991,0,1158388,0,3397499240,0,79.72,80.32,2007
TX,financial administration,14831,0,52801148,0,730,0,681793,0,58287,0,15153,0,15561,0,53482941,0,89.34,90.11,2007
TX,other government administration,12858,0,47345739,0,2601,0,1990813,0,154305,0,13712,0,15459,0,49336552,0,87.55,87.23,2007
TX,judicial and legal,19365,0,72467860,0,1956,0,1921659,0,126879,0,20064,0,21321,0,74389519,0,89.08,90.51,2007
TX,police protection total,59132,0,242448686,0,3338,0,2440365,0,226025,0,60411,0,62470,0,244889051,0,90.31,86.82,2007
TX,police protection - officers,44336,0,199197566,0,638,0,613543,0,49038,0,44609,0,44974,0,199811109,0,90.36,88.57,2007
TX,police protection - other,14796,0,43251120,0,2700,0,1826822,0,176987,0,15802,0,17496,0,45077942,0,90.2,79.44,2007
TX,fire protection total,23399,0,110187381,0,1409,0,836747,0,70106,0,23791,0,24808,0,111024128,0,91.99,90.93,2007
TX,fire protection - firefighters,21583,0,103542881,0,1223,0,661658,0,58796,0,21911,0,22806,0,104204539,0,91.74,90.79,2007
TX,fire protection - other,1816,0,6644500,0,186,0,175089,0,11310,0,1880,0,2002,0,6819589,0,94.98,92.95,2007
TX,corrections,27580,0,86321090,0,1090,0,1004929,0,89935,0,28089,0,28670,0,87326019,0,88.83,90.52,2007
TX,highways,20685,0,59470220,0,976,0,953255,0,99255,0,21248,0,21661,0,60423475,0,86.32,86.44,2007
TX,air transportation,5125,0,18110880,0,120,0,156564,0,12706,0,5194,0,5245,0,18267444,0,96.45,97.39,2007
TX,water transport and terminals,1056,0,4461561,0,42,0,36943,0,2016,0,1067,0,1098,0,4498504,0,98.84,99.43,2007
TX,public welfare,3409,0,9289471,0,579,0,465663,0,45426,0,3661,0,3988,0,9755134,0,84.37,88.89,2007
TX,health,22499,0,67723455,0,3164,0,3821877,0,277126,0,24069,0,25663,0,71545332,0,95.69,95.33,2007
TX,hospitals,45302,0,172144156,0,8235,0,12488834,0,710042,0,49315,0,53537,0,184632990,0,96.14,97.33,2007
TX,solid waste management,6227,0,16903833,0,377,0,355867,0,34990,0,6427,0,6604,0,17259700,0,89.53,90.14,2007
TX,sewerage,8629,0,28013422,0,399,0,195643,0,13866,0,8693,0,9028,0,28209065,0,93.31,91.69,2007
TX,parks and recreation,12217,0,32930337,0,5554,0,4293970,0,420208,0,14598,0,17771,0,37224307,0,89.69,89.42,2007
TX,housing and community development,5804,0,16262934,0,737,0,665607,0,52341,0,6102,0,6541,0,16928541,0,95.9,95.61,2007
TX,natural resources,3339,0,9585711,0,652,0,470143,0,44334,0,3572,0,3991,0,10055854,0,88.64,93.6,2007
TX,water transport and terminals,14440,0,45466345,0,1058,0,662516,0,50718,0,14701,0,15498,0,46128861,0,93.55,92.88,2007
TX,electric power,8505,0,42276060,0,135,0,258833,0,13018,0,8578,0,8640,0,42534893,0,95.37,94.48,2007
TX,gas supply,1258,0,5300758,0,7,0,7430,0,572,0,1261,0,1265,0,5308188,0,99.71,99.54,2007
TX,transit,10311,0,33016287,0,722,0,742800,0,62736,0,10665,0,11033,0,33759087,0,99.01,99.32,2007
TX,education total,645175,0,2012095383,0,127987,0,108142273,0,7958019,0,690712,0,773162,0,2120237656,0,76.64,75.51,2007
TX,education - elementary and secondary total,615788,0,1904719073,0,92420,0,77099474,0,6090561,0,650647,0,708208,0,1981818547,0,76.94,75.57,2007
TX,education - elementary and secondary instructional,431535,0,1495814607,0,52807,0,42433936,0,3092564,0,449250,0,484342,0,1538248543,0,76.94,75.57,2007
TX,education - elementary and secondary other,184253,0,408904466,0,39613,0,34665538,0,2997997,0,201397,0,223866,0,443570004,0,74.33,71.58,2007
TX,education - higher education total,29387,0,107376310,0,35567,0,31042799,0,1867458,0,40065,0,64954,0,138419109,0,71.13,74.2,2007
TX,education - higher education instructional,10681,0,50801651,0,21005,0,22658756,0,974114,0,16240,0,31686,0,73460407,0,67.84,74.38,2007
TX,education - higher education other,18706,0,56574659,0,14562,0,8384043,0,893344,0,23825,0,33268,0,64958702,0,71.13,74.2,2007
TX,libraries,5427,0,15653281,0,2550,0,2175905,0,204062,0,6590,0,7977,0,17829186,0,85.39,88.2,2007
TX,other and unallocable,15519,0,50791475,0,1878,0,1661338,0,142640,0,16318,0,17397,0,52452813,0,88.14,87.73,2007
UT,total,66915,0,239320487,0,41314,0,29451248,0,2459859,0,81072,0,108229,0,268771735,0,83.5,77.11,2007
UT,financial administration,1503,0,5886769,0,398,0,366872,0,27947,0,1657,0,1901,0,6253641,0,92.56,77.89,2007
UT,other government administration,1952,0,7955320,0,1241,0,726333,0,43736,0,2191,0,3193,0,8681653,0,92.27,79.6,2007
UT,judicial and legal,1193,0,4986694,0,314,0,367755,0,20586,0,1308,0,1507,0,5354449,0,95.59,69.64,2007
UT,police protection total,4734,0,18790186,0,1452,0,839274,0,84547,0,5206,0,6186,0,19629460,0,92.76,91.39,2007
UT,police protection - officers,3671,0,15227166,0,243,0,134403,0,9737,0,3726,0,3914,0,15361569,0,93.5,93.41,2007
UT,police protection - other,1063,0,3563020,0,1209,0,704871,0,74810,0,1480,0,2272,0,4267891,0,90.92,84.11,2007
UT,fire protection total,1903,0,9280671,0,1275,0,590410,0,53356,0,2204,0,3178,0,9871081,0,95.99,98.84,2007
UT,fire protection - firefighters,1761,0,8657962,0,1218,0,557666,0,50823,0,2046,0,2979,0,9215628,0,95.72,98.77,2007
UT,fire protection - other,142,0,622709,0,57,0,32744,0,2533,0,158,0,199,0,655453,0,99.59,99.81,2007
UT,corrections,1923,0,6472034,0,88,0,114813,0,6630,0,1961,0,2011,0,6586847,0,96.34,55.16,2007
UT,highways,1538,0,5350081,0,149,0,140943,0,12907,0,1607,0,1687,0,5491024,0,91.4,92.02,2007
UT,air transportation,555,0,2289159,0,47,0,65541,0,5114,0,585,0,602,0,2354700,0,99.87,100,2007
UT,public welfare,458,0,1258087,0,494,0,397574,0,35989,0,660,0,952,0,1655661,0,99.64,99.75,2007
UT,health,1115,0,3868342,0,643,0,547957,0,38522,0,1328,0,1758,0,4416299,0,95.14,96.26,2007
UT,hospitals,329,0,997589,0,183,0,225121,0,14657,0,412,0,512,0,1222710,0,100,100,2007
UT,solid waste management,596,0,1903527,0,93,0,78663,0,6895,0,635,0,689,0,1982190,0,94.27,94.34,2007
UT,sewerage,1032,0,3911211,0,109,0,90430,0,6993,0,1071,0,1141,0,4001641,0,95.36,96.31,2007
UT,parks and recreation,1450,0,4783983,0,4395,0,2035127,0,240370,0,2809,0,5845,0,6819110,0,86.2,75.49,2007
UT,housing and community development,511,0,1790709,0,88,0,68853,0,5673,0,541,0,599,0,1859562,0,97.29,97.52,2007
UT,natural resources,185,0,672942,0,89,0,43877,0,2861,0,199,0,274,0,716819,0,97.31,81.46,2007
UT,water transport and terminals,1457,0,5375841,0,161,0,114834,0,9036,0,1503,0,1618,0,5490675,0,93.55,95.55,2007
UT,electric power,531,0,2630774,0,87,0,80293,0,6399,0,567,0,618,0,2711067,0,93.88,98.75,2007
UT,gas supply,6,0,24096,0,1,0,275,0,15,0,6,0,7,0,24371,0,100,100,2007
UT,transit,1672,0,5580102,0,69,0,58677,0,4838,0,1700,0,1741,0,5638779,0,99.98,100,2007
UT,education total,40341,0,138762358,0,27891,0,20921936,0,1685264,0,50164,0,68232,0,159684294,0,79.42,71.51,2007
UT,education - elementary and secondary total,40341,0,138762358,0,27891,0,20921936,0,1685264,0,50164,0,68232,0,159684294,0,79.42,71.51,2007
UT,education - elementary and secondary instructional,30815,0,112418722,0,15127,0,12579228,0,880521,0,35867,0,45942,0,124997950,0,79.42,71.51,2007
UT,education - elementary and secondary other,9526,0,26343636,0,12764,0,8342708,0,804743,0,14297,0,22290,0,34686344,0,72.07,67.45,2007
