state,government_function,full_time_employees,full_time_pay,part_time_employees,part_time_pay,part_time_hours,full_time_equivalent_employees,total_march_pay,year
TX,education - higher education other,52315,183722247,40450,31839963,2494579,66488,215562210,2004
TX,education - other,4532,15536678,455,892406,51027,4823,16429084,2004
TX,libraries,0,0,0,0,0,0,0,2004
TX,liquor stores,0,0,0,0,0,0,0,2004
TX,other and unallocable,6645,22696711,356,506651,32270,6830,23203362,2004
UT,total,41872,143772627,19480,15196410,1228516,48900,158969037,2004
UT,financial administration,1610,5198027,246,247342,22260,1735,5445369,2004
UT,other government administration,167,794141,118,155560,13365,242,949701,2004
UT,judicial and legal,1448,5145046,194,275623,13400,1524,5420669,2004
UT,police protection - officers,418,1410477,0,0,0,418,1410477,2004
UT,police protection - other,335,1176568,54,53313,4342,360,1229881,2004
UT,corrections,3036,8992309,283,212162,20262,3152,9204471,2004
UT,highways,1695,6130469,44,60349,4337,1720,6190818,2004
UT,air transportation,0,0,0,0,0,0,0,2004
UT,water transport and terminals,0,0,0,0,0,0,0,2004
UT,public welfare,3171,9533940,300,440236,28239,3332,9974176,2004
UT,health,1875,5969221,267,424821,25106,2017,6394042,2004
UT,hospitals,5524,15864607,368,354507,29527,5691,16219114,2004
UT,social insurance administration,819,2574180,70,105479,6671,857,2679659,2004
UT,solid waste management,0,0,0,0,0,0,0,2004
UT,sewerage,0,0,0,0,0,0,0,2004
UT,parks and recreation,235,800636,56,61563,6286,270,862199,2004
UT,housing and community development,0,0,0,0,0,0,0,2004
UT,natural resources,1056,3565747,234,201914,15958,1147,3767661,2004
UT,water transport and terminals,0,0,0,0,0,0,0,2004
UT,electric power,0,0,0,0,0,0,0,2004
UT,gas supply,0,0,0,0,0,0,0,2004
UT,transit,0,0,0,0,0,0,0,2004
UT,education - elementary and secondary instructional,0,0,0,0,0,0,0,2004
UT,education - elementary and secondary other,0,0,0,0,0,0,0,2004
UT,education - higher education instructional,4383,29455172,3595,3172378,174741,5393,32627550,2004
UT,education - higher education other,13367,38168878,12659,8466448,785418,17862,46635326,2004
UT,education - other,859,2777988,450,502233,38335,1077,3280221,2004
UT,libraries,0,0,0,0,0,0,0,2004
UT,liquor stores,224,551087,268,135333,16275,316,686420,2004
UT,other and unallocable,1650,5664134,274,327149,23994,1787,5991283,2004
VT,total,12770,47265851,2709,3441049,195795,13922,50706900,2004
VT,financial administration,608,2141053,9,19569,1086,615,2160622,2004
VT,other government administration,472,1499834,200,485732,27338,627,1985566,2004
VT,judicial and legal,569,2233117,51,111457,5728,602,2344574,2004
VT,police protection - officers,292,1632367,23,22873,1694,302,1655240,2004
VT,police protection - other,88,292417,0,0,0,88,292417,2004
VT,corrections,1102,3657570,14,33126,1798,1112,3690696,2004
VT,highways,1059,3712834,14,45124,2094,1071,3757958,2004
VT,air transportation,0,0,0,0,0,0,0,2004
VT,water transport and terminals,0,0,0,0,0,0,0,2004
VT,public welfare,1143,3997612,54,141850,6868,1183,4139462,2004
VT,health,545,2077376,313,473452,32794,731,2550828,2004
VT,hospitals,207,638836,9,24901,1034,213,663737,2004
VT,social insurance administration,288,1006358,7,21846,1202,295,1028204,2004
VT,solid waste management,0,0,0,0,0,0,0,2004
VT,sewerage,0,0,0,0,0,0,0,2004
VT,parks and recreation,123,441356,7,22764,1080,129,464120,2004
VT,housing and community development,0,0,0,0,0,0,0,2004
VT,natural resources,535,2106472,54,213934,7314,577,2320406,2004
VT,water transport and terminals,0,0,0,0,0,0,0,2004
VT,electric power,0,0,0,0,0,0,0,2004
VT,gas supply,0,0,0,0,0,0,0,2004
VT,transit,0,0,0,0,0,0,0,2004
VT,education - elementary and secondary instructional,0,0,0,0,0,0,0,2004
VT,education - elementary and secondary other,0,0,0,0,0,0,0,2004
VT,education - higher education instructional,1290,7477830,448,741203,27372,1455,8219033,2004
VT,education - higher education other,2800,8338105,1369,825669,64432,3188,9163774,2004
VT,education - other,543,2053874,39,77495,4043,567,2131369,2004
VT,libraries,0,0,0,0,0,0,0,2004
VT,liquor stores,56,198908,1,1078,97,57,199986,2004
VT,other and unallocable,1050,3759932,97,178976,9821,1110,3938908,2004
VA,total,101954,358372929,46811,46508413,3051561,119317,404881342,2004
VA,financial administration,3928,13668419,615,804725,68919,4320,14473144,2004
VA,other government administration,500,2069584,557,1002097,68780,912,3071681,2004
VA,judicial and legal,3435,13577954,399,638478,21698,3558,14216432,2004
VA,police protection - officers,1853,7834336,0,0,0,1853,7834336,2004
VA,police protection - other,927,2405356,173,186268,14766,1011,2591624,2004
VA,corrections,13780,37026290,371,520478,38136,13997,37546768,2004
VA,highways,9834,30976956,698,406958,28680,9997,31383914,2004
VA,air transportation,0,0,0,0,0,0,0,2004
VA,water transport and terminals,140,604518,4,4544,504,143,609062,2004
VA,public welfare,2249,7394492,191,336852,19766,2360,7731344,2004
VA,health,4955,16793106,454,607021,43129,5201,17400127,2004
VA,hospitals,12582,36822341,1286,2253381,120974,13267,39075722,2004
VA,social insurance administration,1325,4307538,592,1006760,80168,1780,5314298,2004
VA,solid waste management,0,0,0,0,0,0,0,2004
VA,sewerage,0,0,0,0,0,0,0,2004
VA,parks and recreation,581,1746286,592,437958,45026,836,2184244,2004
VA,housing and community development,0,0,0,0,0,0,0,2004
VA,natural resources,2974,9704312,419,425914,33094,3162,10130226,2004
VA,water transport and terminals,0,0,0,0,0,0,0,2004
VA,electric power,0,0,0,0,0,0,0,2004
VA,gas supply,0,0,0,0,0,0,0,2004
VA,transit,0,0,0,0,0,0,0,2004
VA,education - elementary and secondary instructional,0,0,0,0,0,0,0,2004
VA,education - elementary and secondary other,0,0,0,0,0,0,0,2004
VA,education - higher education instructional,12905,76365665,13851,19872064,740066,17111,96237729,2004
VA,education - higher education other,23102,70908554,24302,15457346,1508678,31676,86365900,2004
VA,education - other,2528,9315360,560,550914,41977,2768,9866274,2004
VA,libraries,0,0,0,0,0,0,0,2004
VA,liquor stores,719,2046598,1071,1064436,112028,1356,3111034,2004
VA,other and unallocable,3637,14805264,676,932219,65172,4009,15737483,2004
WA,total,93661,371700967,52179,53143142,3346009,112738,424844109,2004
WA,financial administration,2609,10343150,232,523928,25236,2753,10867078,2004
WA,other government administration,1134,4482342,374,725490,42188,1373,5207832,2004
WA,judicial and legal,1759,9196144,180,279540,11528,1825,9475684,2004
WA,police protection - officers,983,5295916,0,0,0,983,5295916,2004
WA,police protection - other,1227,4846646,0,0,0,1227,4846646,2004
WA,corrections,8813,29262782,563,787895,45003,9069,30050677,2004
WA,highways,6688,28847118,361,771010,36390,6894,29618128,2004
WA,air transportation,0,0,0,0,0,0,0,2004
WA,water transport and terminals,0,0,0,0,0,0,0,2004
WA,public welfare,8268,32301578,863,1547252,78701,8715,33848830,2004
WA,health,4780,17315866,1023,1826438,102718,5363,19142304,2004
WA,hospitals,7503,30122716,2882,6810948,239154,8861,36933664,2004
WA,social insurance administration,3581,13204795,966,1696729,95009,4122,14901524,2004
WA,solid waste management,150,599894,26,74790,2428,164,674684,2004
WA,sewerage,0,0,0,0,0,0,0,2004
WA,parks and recreation,552,1973581,148,203788,16902,648,2177369,2004
WA,housing and community development,0,0,0,0,0,0,0,2004
WA,natural resources,4545,17343954,661,1118445,72902,4960,18462399,2004
WA,water transport and terminals,0,0,0,0,0,0,0,2004
WA,electric power,0,0,0,0,0,0,0,2004
WA,gas supply,0,0,0,0,0,0,0,2004
WA,transit,0,0,0,0,0,0,0,2004
WA,education - elementary and secondary instructional,0,0,0,0,0,0,0,2004
WA,education - elementary and secondary other,0,0,0,0,0,0,0,2004
WA,education - higher education instructional,10631,53944510,12340,19707352,637054,14262,73651862,2004
WA,education - higher education other,23334,85683485,29684,14452036,1789648,33546,100135521,2004
WA,education - other,1809,6955045,912,985810,53054,2120,7940855,2004
WA,libraries,0,0,0,0,0,0,0,2004
WA,liquor stores,460,1458616,469,736730,53860,766,2195346,2004
WA,other and unallocable,4835,18522829,495,894961,44234,5087,19417790,2004
WV,total,34751,103998345,9288,7414143,468134,37583,111412488,2004
WV,financial administration,2406,6324712,34,26506,2431,2420,6351218,2004
WV,other government administration,277,850394,331,991994,27264,450,1842388,2004
WV,judicial and legal,1346,4439657,14,12204,864,1351,4451861,2004
WV,police protection - officers,611,2208670,0,0,0,611,2208670,2004
WV,police protection - other,352,741556,12,4524,596,355,746080,2004
WV,corrections,3034,6423052,10,10976,1044,3040,6434028,2004
WV,highways,5378,15919606,35,62047,4543,5403,15981653,2004
WV,air transportation,2,11121,0,0,0,2,11121,2004
WV,water transport and terminals,3,12509,0,0,0,3,12509,2004
WV,public welfare,3107,7197996,15,16806,1126,3113,7214802,2004
WV,health,849,2370012,37,46868,2386,863,2416880,2004
WV,hospitals,1584,3615766,162,197692,12882,1657,3813458,2004
WV,social insurance administration,643,1704138,43,37650,3744,666,1741788,2004
WV,solid waste management,10,33698,0,0,0,10,33698,2004
WV,sewerage,0,0,0,0,0,0,0,2004
WV,parks and recreation,413,830348,326,211266,34230,607,1041614,2004
WV,housing and community development,0,0,0,0,0,0,0,2004
WV,natural resources,2179,6817550,205,167242,16055,2273,6984792,2004
WV,water transport and terminals,0,0,0,0,0,0,0,2004
WV,electric power,0,0,0,0,0,0,0,2004
WV,gas supply,0,0,0,0,0,0,0,2004
WV,transit,7,23918,0,0,0,7,23918,2004
WV,education - elementary and secondary instructional,0,0,0,0,0,0,0,2004
WV,education - elementary and secondary other,0,0,0,0,0,0,0,2004
WV,education - higher education instructional,3186,16044530,3772,3741056,142047,4055,19785586,2004
WV,education - higher education other,5725,16990451,3967,1607634,200220,6948,18598085,2004
WV,education - other,1327,4228444,226,194216,11862,1398,4422660,2004
WV,libraries,0,0,0,0,0,0,0,2004
WV,liquor stores,55,154708,2,2718,216,56,157426,2004
WV,other and unallocable,2257,7055509,97,82744,6624,2295,7138253,2004
WI,total,55227,234118454,41158,41346837,2570886,69834,275465291,2004
WI,financial administration,2585,10414815,697,1012111,72091,2995,11426926,2004
WI,other government administration,914,3801520,353,726678,32061,1096,4528198,2004
WI,judicial and legal,1838,10492670,262,808591,31939,2019,11301261,2004
WI,police protection - officers,598,2572509,0,0,0,598,2572509,2004
WI,police protection - other,312,1131202,23,23222,1946,323,1154424,2004
WI,corrections,8873,30833148,905,1910030,93933,9405,32743178,2004
WI,highways,1719,7251855,192,260820,16516,1813,7512675,2004
WI,air transportation,0,0,0,0,0,0,0,2004
WI,water transport and terminals,0,0,0,0,0,0,0,2004
WI,public welfare,1140,4019126,348,548439,36263,1346,4567565,2004
WI,health,1458,6190632,547,933783,49042,1737,7124415,2004
WI,hospitals,3140,10681656,1348,2098927,113666,3787,12780583,2004
WI,social insurance administration,1017,3956219,37,50307,3369,1036,4006526,2004
WI,solid waste management,0,0,0,0,0,0,0,2004
WI,sewerage,0,0,0,0,0,0,0,2004
WI,parks and recreation,162,545795,47,79082,4667,189,624877,2004
WI,housing and community development,0,0,0,0,0,0,0,2004
WI,natural resources,1902,7220361,1030,1425957,91601,2422,8646318,2004
WI,water transport and terminals,0,0,0,0,0,0,0,2004
WI,electric power,0,0,0,0,0,0,0,2004
WI,gas supply,0,0,0,0,0,0,0,2004
WI,transit,0,0,0,0,0,0,0,2004
WI,education - elementary and secondary instructional,0,0,0,0,0,0,0,2004
WI,education - elementary and secondary other,0,0,0,0,0,0,0,2004
WI,education - higher education instructional,7751,46784839,9112,14528078,591682,11113,61312917,2004
WI,education - higher education other,15472,62227939,24799,14635509,1308513,22907,76863448,2004
WI,education - other,1014,4247663,236,334405,18234,1118,4582068,2004
WI,libraries,0,0,0,0,0,0,0,2004
WI,liquor stores,0,0,0,0,0,0,0,2004
WI,other and unallocable,5332,21746505,1222,1970898,105363,5930,23717403,2004
WY,total,11223,35959105,3278,2209999,149482,12063,38169104,2004
WY,financial administration,528,1820034,8,13816,693,532,1833850,2004
WY,other government administration,135,529894,182,187022,15206,220,716916,2004
WY,judicial and legal,473,1827856,26,36531,2255,485,1864387,2004
WY,police protection - officers,170,737781,0,0,0,170,737781,2004
WY,police protection - other,83,272997,0,0,0,83,272997,2004
WY,corrections,943,2529169,5,5411,434,945,2534580,2004
WY,highways,1768,5761421,96,146373,12908,1841,5907794,2004
WY,air transportation,0,0,0,0,0,0,0,2004
WY,water transport and terminals,0,0,0,0,0,0,0,2004
WY,public welfare,750,2249714,50,43145,3999,772,2292859,2004
WY,health,612,1954236,116,139535,10030,668,2093771,2004
WY,hospitals,798,1862707,48,60696,4160,821,1923403,2004
WY,social insurance administration,259,772834,53,56598,4593,285,829432,2004
WY,solid waste management,0,0,0,0,0,0,0,2004
WY,sewerage,0,0,0,0,0,0,0,2004
WY,parks and recreation,98,282750,13,10497,1105,104,293247,2004
WY,housing and community development,0,0,0,0,0,0,0,2004
WY,natural resources,821,2581391,20,20334,1484,828,2601725,2004
WY,water transport and terminals,0,0,0,0,0,0,0,2004
WY,electric power,0,0,0,0,0,0,0,2004
WY,gas supply,0,0,0,0,0,0,0,2004
WY,transit,0,0,0,0,0,0,0,2004
WY,education - elementary and secondary instructional,0,0,0,0,0,0,0,2004
WY,education - elementary and secondary other,0,0,0,0,0,0,0,2004
WY,education - higher education instructional,953,4607759,743,622995,26332,1103,5230754,2004
WY,education - higher education other,1838,4996859,1857,812093,61022,2185,5808952,2004
WY,education - other,221,809487,6,5204,520,223,814691,2004
WY,libraries,0,0,0,0,0,0,0,2004
WY,liquor stores,31,89742,0,0,0,31,89742,2004
WY,other and unallocable,742,2272474,55,49749,4741,767,2322223,2004
