state,government_function,full_time_employees,full_time_pay,part_time_employees,part_time_pay,part_time_hours,full_time_equivalent_employees,total_march_pay,year
IN,solid waste management,0,0,0,0,0,0,0,2004
IN,sewerage,0,0,0,0,0,0,0,2004
IN,parks and recreation,137,339683,34,33042,3587,158,372725,2004
IN,housing and community development,0,0,0,0,0,0,0,2004
IN,natural resources,2274,7826194,611,676806,57914,2616,8503000,2004
IN,water transport and terminals,0,0,0,0,0,0,0,2004
IN,electric power,0,0,0,0,0,0,0,2004
IN,gas supply,0,0,0,0,0,0,0,2004
IN,transit,0,0,0,0,0,0,0,2004
IN,education - elementary and secondary instructional,0,0,0,0,0,0,0,2004
IN,education - elementary and secondary other,0,0,0,0,0,0,0,2004
IN,education - higher education instructional,14057,78496472,12456,20540766,1390629,21969,99037238,2004
IN,education - higher education other,25226,67181070,20095,8723489,970345,30821,75904559,2004
IN,education - other,1146,3715583,105,57110,10207,1207,3772693,2004
IN,libraries,0,0,0,0,0,0,0,2004
IN,liquor stores,0,0,0,0,0,0,0,2004
IN,other and unallocable,1713,5370450,86,74480,5676,1746,5444930,2004
IA,total,41242,180746154,24655,32416753,2120416,53291,213162907,2004
IA,financial administration,1259,5151649,77,127300,9372,1313,5278949,2004
IA,other government administration,367,1758782,414,676774,44238,618,2435556,2004
IA,judicial and legal,2158,9349193,182,380285,21558,2281,9729478,2004
IA,police protection - officers,576,2652633,0,0,0,576,2652633,2004
IA,police protection - other,294,1138915,18,11367,651,297,1150282,2004
IA,corrections,3120,11721912,163,372989,18200,3223,12094901,2004
IA,highways,2531,9803262,1,1437,44,2531,9804699,2004
IA,air transportation,0,0,0,0,0,0,0,2004
IA,water transport and terminals,0,0,0,0,0,0,0,2004
IA,public welfare,2724,9697825,53,119044,6144,2759,9816869,2004
IA,health,392,1774745,29,46089,2768,408,1820834,2004
IA,hospitals,5447,21149048,2613,5152835,233878,6774,26301883,2004
IA,social insurance administration,691,2769588,6,9266,576,694,2778854,2004
IA,solid waste management,0,0,0,0,0,0,0,2004
IA,sewerage,0,0,0,0,0,0,0,2004
IA,parks and recreation,111,433185,9,9308,1030,117,442493,2004
IA,housing and community development,0,0,0,0,0,0,0,2004
IA,natural resources,1453,5851179,252,268411,26906,1607,6119590,2004
IA,water transport and terminals,0,0,0,0,0,0,0,2004
IA,electric power,0,0,0,0,0,0,0,2004
IA,gas supply,0,0,0,0,0,0,0,2004
IA,transit,0,0,0,0,0,0,0,2004
IA,education - elementary and secondary instructional,0,0,0,0,0,0,0,2004
IA,education - elementary and secondary other,0,0,0,0,0,0,0,2004
IA,education - higher education instructional,3887,30271843,7168,15785603,821855,8557,46057446,2004
IA,education - higher education other,12440,51679370,13263,8751702,892848,17513,60431072,2004
IA,education - other,1146,4590773,106,143287,8425,1196,4734060,2004
IA,libraries,0,0,0,0,0,0,0,2004
IA,liquor stores,0,0,0,0,0,0,0,2004
IA,other and unallocable,2646,10952252,301,561056,31923,2827,11513308,2004
KS,total,37833,132039651,17902,14023473,1047562,43787,146063124,2004
KS,financial administration,1981,5824338,75,131824,11022,2043,5956162,2004
KS,other government administration,508,1396554,199,504296,25733,654,1900850,2004
KS,judicial and legal,2029,6867893,204,181884,12516,2100,7049777,2004
KS,police protection - officers,607,2483452,0,0,0,607,2483452,2004
KS,police protection - other,489,1408784,11,11280,886,494,1420064,2004
KS,corrections,3555,9335150,29,35182,2535,3571,9370332,2004
KS,highways,3534,10241415,136,126369,10465,3593,10367784,2004
KS,air transportation,0,0,0,0,0,0,0,2004
KS,water transport and terminals,0,0,0,0,0,0,0,2004
KS,public welfare,2634,6610041,82,111741,7397,2676,6721782,2004
KS,health,957,3171486,33,41214,1935,968,3212700,2004
KS,hospitals,2316,5831006,338,160333,5261,2345,5991339,2004
KS,social insurance administration,115,338069,3,2106,241,116,340175,2004
KS,solid waste management,0,0,0,0,0,0,0,2004
KS,sewerage,0,0,0,0,0,0,0,2004
KS,parks and recreation,547,1336151,5,4882,383,549,1341033,2004
KS,housing and community development,0,0,0,0,0,0,0,2004
KS,natural resources,813,2679426,129,92462,8874,864,2771888,2004
KS,water transport and terminals,0,0,0,0,0,0,0,2004
KS,electric power,0,0,0,0,0,0,0,2004
KS,gas supply,0,0,0,0,0,0,0,2004
KS,transit,0,0,0,0,0,0,0,2004
KS,education - elementary and secondary instructional,0,0,0,0,0,0,0,2004
KS,education - elementary and secondary other,0,0,0,0,0,0,0,2004
KS,education - higher education instructional,4108,26394917,3585,4829380,226158,5395,31224297,2004
KS,education - higher education other,9764,35894075,12704,7473363,713563,13818,43367438,2004
KS,education - other,565,1839058,64,77273,3882,586,1916331,2004
KS,libraries,0,0,0,0,0,0,0,2004
KS,liquor stores,0,0,0,0,0,0,0,2004
KS,other and unallocable,3311,10387836,305,239884,16711,3408,10627720,2004
KY,total,69917,237782124,24712,22236793,1617645,79481,260018917,2004
KY,financial administration,2820,9061802,230,263486,26926,2981,9325288,2004
KY,other government administration,1017,4646664,498,1183164,49344,1314,5829828,2004
KY,judicial and legal,4271,14682362,852,1428740,114714,4962,16111102,2004
KY,police protection - officers,967,3738714,2,4892,266,969,3743606,2004
KY,police protection - other,1207,3834374,17,27368,1802,1218,3861742,2004
KY,corrections,3712,9771694,138,119492,3052,3731,9891186,2004
KY,highways,5011,16210226,162,293052,14284,5097,16503278,2004
KY,air transportation,0,0,0,0,0,0,0,2004
KY,water transport and terminals,0,0,0,0,0,0,0,2004
KY,public welfare,6818,19884164,60,113444,6676,6859,19997608,2004
KY,health,2071,6778290,109,88615,5726,2105,6866905,2004
KY,hospitals,5359,17393170,364,1019112,47422,5631,18412282,2004
KY,social insurance administration,1082,3310834,69,108690,6312,1120,3419524,2004
KY,solid waste management,0,0,0,0,0,0,0,2004
KY,sewerage,0,0,0,0,0,0,0,2004
KY,parks and recreation,1478,3311540,158,154416,20574,1602,3465956,2004
KY,housing and community development,0,0,0,0,0,0,0,2004
KY,natural resources,3287,10258539,929,987388,91403,3819,11245927,2004
KY,water transport and terminals,0,0,0,0,0,0,0,2004
KY,electric power,0,0,0,0,0,0,0,2004
KY,gas supply,0,0,0,0,0,0,0,2004
KY,transit,0,0,0,0,0,0,0,2004
KY,education - elementary and secondary instructional,0,0,0,0,0,0,0,2004
KY,education - elementary and secondary other,0,0,0,0,0,0,0,2004
KY,education - higher education instructional,8033,45152503,7262,9705543,537580,11199,54858046,2004
KY,education - higher education other,15944,45775057,13425,6272274,667334,19890,52047331,2004
KY,education - other,2816,10395764,231,264714,13220,2895,10660478,2004
KY,libraries,0,0,0,0,0,0,0,2004
KY,liquor stores,0,0,0,0,0,0,0,2004
KY,other and unallocable,4024,13576427,206,202403,11010,4089,13778830,2004
LA,total,82501,271233145,26175,17878222,1421254,90600,289111367,2004
LA,financial administration,2369,7504617,374,320711,39387,2593,7825328,2004
LA,other government administration,1368,4757471,392,400522,26489,1518,5157993,2004
LA,judicial and legal,1700,7208321,83,82174,4008,1723,7290495,2004
LA,police protection - officers,1011,3916601,0,0,0,1011,3916601,2004
LA,police protection - other,641,1200898,5,3739,270,643,1204637,2004
LA,corrections,7521,21835940,480,541987,53136,7823,22377927,2004
LA,highways,5347,16004798,10,12060,1332,5355,16016858,2004
LA,air transportation,0,0,0,0,0,0,0,2004
LA,water transport and terminals,376,1355758,4,8744,448,379,1364502,2004
LA,public welfare,5032,13906701,2,2615,81,5032,13909316,2004
LA,health,3974,13664955,163,148716,11214,4039,13813671,2004
LA,hospitals,16696,47557643,1102,1804870,69058,17088,49362513,2004
LA,social insurance administration,960,2975353,130,120391,15702,1049,3095744,2004
LA,solid waste management,0,0,0,0,0,0,0,2004
LA,sewerage,0,0,0,0,0,0,0,2004
LA,parks and recreation,1090,2991605,358,200349,24281,1227,3191954,2004
LA,housing and community development,0,0,0,0,0,0,0,2004
LA,natural resources,4601,14816503,936,674553,72674,5016,15491056,2004
LA,water transport and terminals,0,0,0,0,0,0,0,2004
LA,electric power,0,0,0,0,0,0,0,2004
LA,gas supply,0,0,0,0,0,0,0,2004
LA,transit,0,0,0,0,0,0,0,2004
LA,education - elementary and secondary instructional,0,0,0,0,0,0,0,2004
LA,education - elementary and secondary other,0,0,0,0,0,0,0,2004
LA,education - higher education instructional,8204,46923139,5575,6029801,352509,10208,52952940,2004
LA,education - higher education other,15841,45888755,15256,6412791,666427,19641,52301546,2004
LA,education - other,3132,10371399,765,635117,41520,3370,11006516,2004
LA,libraries,0,0,0,0,0,0,0,2004
LA,liquor stores,0,0,0,0,0,0,0,2004
LA,other and unallocable,2638,8352688,540,479082,42718,2885,8831770,2004
ME,total,18900,67237544,7133,7680977,496098,21720,74918521,2004
ME,financial administration,1169,3740356,94,159458,10767,1230,3899814,2004
ME,other government administration,351,1429150,225,582357,32513,535,2011507,2004
ME,judicial and legal,712,2833887,59,95487,5083,741,2929374,2004
ME,police protection - officers,343,1713408,23,89054,2938,360,1802462,2004
ME,police protection - other,194,574163,9,23823,1322,202,597986,2004
ME,corrections,1314,4379742,60,93743,5893,1348,4473485,2004
ME,highways,2458,8478840,102,151600,12809,2531,8630440,2004
ME,air transportation,0,0,0,0,0,0,0,2004
ME,water transport and terminals,69,197307,14,17836,1399,77,215143,2004
ME,public welfare,1969,5985339,76,144226,7939,2014,6129565,2004
ME,health,1277,4634513,84,190665,9598,1332,4825178,2004
ME,hospitals,618,2173507,89,165027,8557,667,2338534,2004
ME,social insurance administration,484,1633347,43,79997,4596,510,1713344,2004
ME,solid waste management,0,0,0,0,0,0,0,2004
ME,sewerage,0,0,0,0,0,0,0,2004
ME,parks and recreation,146,476626,33,38284,2538,160,514910,2004
ME,housing and community development,0,0,0,0,0,0,0,2004
ME,natural resources,1127,4130443,226,401290,21594,1249,4531733,2004
ME,water transport and terminals,0,0,0,0,0,0,0,2004
ME,electric power,0,0,0,0,0,0,0,2004
ME,gas supply,0,0,0,0,0,0,0,2004
ME,transit,0,0,0,0,0,0,0,2004
ME,education - elementary and secondary instructional,22,82715,14,12959,1063,28,95674,2004
ME,education - elementary and secondary other,5,11280,37,34576,2829,21,45856,2004
ME,education - higher education instructional,1405,6932883,671,801743,33029,1592,7734626,2004
ME,education - higher education other,3902,12902030,5180,4387768,320649,5724,17289798,2004
ME,education - other,256,902258,19,40485,2192,269,942743,2004
ME,libraries,0,0,0,0,0,0,0,2004
ME,liquor stores,56,154683,0,0,0,56,154683,2004
ME,other and unallocable,1023,3871067,75,170599,8790,1074,4041666,2004
MD,total,82616,321626744,14170,25244167,1419242,90682,346870911,2004
MD,financial administration,3566,13528446,127,282597,16673,3661,13811043,2004
MD,other government administration,1380,6183196,310,517100,15782,1469,6700296,2004
MD,judicial and legal,4198,14648880,458,839111,61731,4550,15487991,2004
MD,police protection - officers,1622,8267408,0,0,0,1622,8267408,2004
MD,police protection - other,857,2727518,29,73182,3654,878,2800700,2004
MD,corrections,11682,38707928,317,654043,45664,11943,39361971,2004
MD,highways,4702,17531610,0,0,0,4702,17531610,2004
MD,air transportation,524,2174591,0,0,0,524,2174591,2004
MD,water transport and terminals,291,1348939,0,0,0,291,1348939,2004
MD,public welfare,6707,22226269,109,226027,15516,6796,22452296,2004
MD,health,6242,22927705,853,1507936,106099,6844,24435641,2004
MD,hospitals,4923,16631655,589,833990,50195,5208,17465645,2004
MD,social insurance administration,989,3695791,163,349774,22392,1116,4045565,2004
MD,solid waste management,0,0,0,0,0,0,0,2004
MD,sewerage,0,0,0,0,0,0,0,2004
MD,parks and recreation,425,1761846,107,146711,16762,520,1908557,2004
MD,housing and community development,0,0,0,0,0,0,0,2004
MD,natural resources,2026,8423863,87,168979,6613,2064,8592842,2004
MD,water transport and terminals,0,0,0,0,0,0,0,2004
MD,electric power,0,0,0,0,0,0,0,2004
MD,gas supply,0,0,0,0,0,0,0,2004
MD,transit,2099,8955606,248,373958,28930,2263,9329564,2004
MD,education - elementary and secondary instructional,0,0,0,0,0,0,0,2004
MD,education - elementary and secondary other,0,0,0,0,0,0,0,2004
MD,education - higher education instructional,9084,55963574,3451,9347390,327742,10947,65310964,2004
MD,education - higher education other,12017,40237563,6399,8219187,597226,15410,48456750,2004
MD,education - other,1890,7549333,245,586559,28951,2055,8135892,2004
MD,libraries,0,0,0,0,0,0,0,2004
MD,liquor stores,0,0,0,0,0,0,0,2004
MD,other and unallocable,7392,28135023,678,1117623,75312,7819,29252646,2004
MA,total,78325,337595713,28686,35406274,1637537,88051,373001987,2004
MA,financial administration,4049,17472800,347,962264,12255,4124,18435064,2004
MA,other government administration,1792,5629380,314,1200083,29092,1965,6829463,2004
MA,judicial and legal,8794,38418529,504,1212492,23003,8933,39631021,2004
MA,police protection - officers,4960,25815545,35,68299,1731,4970,25883844,2004
MA,police protection - other,596,2591967,13,23221,1059,602,2615188,2004
MA,corrections,6627,29024967,153,397234,7433,6672,29422201,2004
MA,highways,3726,17274598,188,492076,19877,3839,17766674,2004
MA,air transportation,1109,6463573,158,249623,11954,1177,6713196,2004
MA,water transport and terminals,159,815107,7,10525,735,163,825632,2004
MA,public welfare,6137,26145831,701,1786793,80563,6623,27932624,2004
MA,health,6729,27137595,1240,2673934,100663,7336,29811529,2004
MA,hospitals,6348,21569218,906,2166571,80445,6804,23735789,2004
MA,social insurance administration,1430,5627594,204,449161,24517,1578,6076755,2004
MA,solid waste management,3,16148,0,0,0,3,16148,2004
MA,sewerage,844,4371981,32,108254,4169,868,4480235,2004
MA,parks and recreation,780,2752749,55,74454,3618,801,2827203,2004
MA,housing and community development,0,0,0,0,0,0,0,2004
MA,natural resources,1106,5152609,157,379612,10092,1166,5532221,2004
MA,water transport and terminals,502,2518414,22,64324,2678,517,2582738,2004
MA,electric power,0,0,0,0,0,0,0,2004
MA,gas supply,0,0,0,0,0,0,0,2004
MA,transit,0,0,0,0,0,0,0,2004
MA,education - elementary and secondary instructional,58,243006,0,0,0,58,243006,2004
MA,education - elementary and secondary other,36,126353,5,948,120,37,127301,2004
MA,education - higher education instructional,5962,33123201,10194,13988284,555688,9264,47111485,2004
MA,education - higher education other,12397,45500919,13145,8189365,648281,16252,53690284,2004
MA,education - other,1037,4875321,88,269312,7801,1084,5144633,2004
MA,libraries,0,0,0,0,0,0,0,2004
MA,liquor stores,0,0,0,0,0,0,0,2004
MA,other and unallocable,3144,14928308,218,639445,11763,3215,15567753,2004
MI,total,106800,457294884,61907,63353506,4579073,132825,520648390,2004
MI,financial administration,4097,16974382,720,1839040,94415,4633,18813422,2004
MI,other government administration,1454,5897752,2,1815,122,1455,5899567,2004
MI,judicial and legal,1856,9457236,15,33651,1488,1864,9490887,2004
MI,police protection - officers,1797,7068126,0,0,0,1797,7068126,2004
MI,police protection - other,865,3219840,0,0,0,865,3219840,2004
MI,corrections,17583,67116407,57,169937,7590,17626,67286344,2004
MI,highways,2602,10563804,228,569518,30361,2775,11133322,2004
MI,air transportation,0,0,0,0,0,0,0,2004
MI,water transport and terminals,0,0,0,0,0,0,0,2004
MI,public welfare,10352,36684605,200,332888,26074,10500,37017493,2004
MI,health,1433,5996062,222,380385,18004,1535,6376447,2004
MI,hospitals,8630,32364054,3648,7713002,500160,11472,40077056,2004
MI,social insurance administration,1077,4348422,138,329252,19909,1190,4677674,2004
MI,solid waste management,0,0,0,0,0,0,0,2004
MI,sewerage,0,0,0,0,0,0,0,2004
MI,parks and recreation,205,754684,94,222434,11192,269,977118,2004
MI,housing and community development,0,0,0,0,0,0,0,2004
MI,natural resources,4158,16399437,937,1089090,80001,4613,17488527,2004
MI,water transport and terminals,0,0,0,0,0,0,0,2004
MI,electric power,0,0,0,0,0,0,0,2004
MI,gas supply,0,0,0,0,0,0,0,2004
MI,transit,0,0,0,0,0,0,0,2004
MI,education - elementary and secondary instructional,654,2167036,127,135870,9509,709,2302906,2004
MI,education - elementary and secondary other,181,497094,93,93129,7438,226,590223,2004
MI,education - higher education instructional,13804,96089866,14193,23603219,1266579,21003,119693085,2004
MI,education - higher education other,29886,116945193,40357,25136212,2419667,43635,142081405,2004
MI,education - other,1122,4706719,265,819868,38112,1338,5526587,2004
MI,libraries,0,0,0,0,0,0,0,2004
MI,liquor stores,0,0,0,0,0,0,0,2004
MI,other and unallocable,5044,20044165,611,884196,48452,5320,20928361,2004
MN,total,61363,275243822,30029,34604906,2319115,74543,309848728,2004
MN,financial administration,2403,9781436,129,251111,19630,2515,10032547,2004
MN,other government administration,1151,4737187,143,331457,17526,1251,5068644,2004
MN,judicial and legal,2419,12101836,404,1303479,46242,2683,13405315,2004
MN,police protection - officers,507,2782267,0,0,0,507,2782267,2004
MN,police protection - other,391,1441737,21,37082,2272,404,1478819,2004
MN,corrections,3668,13917988,159,373212,20861,3787,14291200,2004
MN,highways,4595,19505539,133,243952,15890,4685,19749491,2004
MN,air transportation,0,0,0,0,0,0,0,2004
MN,water transport and terminals,0,0,0,0,0,0,0,2004
MN,public welfare,1610,6584918,1158,2323024,187191,2674,8907942,2004
MN,health,2099,9552987,228,547270,28078,2259,10100257,2004
MN,hospitals,3350,14258893,1393,3150345,241392,4722,17409238,2004
MN,social insurance administration,1112,4473870,109,244735,12739,1185,4718605,2004
MN,solid waste management,0,0,0,0,0,0,0,2004
MN,sewerage,644,3600325,0,0,0,644,3600325,2004
MN,parks and recreation,491,2042433,147,187338,12124,560,2229771,2004
MN,housing and community development,0,0,0,0,0,0,0,2004
MN,natural resources,2731,11758053,648,1014824,74603,3153,12772877,2004
MN,water transport and terminals,0,0,0,0,0,0,0,2004
MN,electric power,0,0,0,0,0,0,0,2004
MN,gas supply,0,0,0,0,0,0,0,2004
MN,transit,2327,9530568,461,883572,45918,2588,10414140,2004
MN,education - elementary and secondary instructional,0,0,0,0,0,0,0,2004
MN,education - elementary and secondary other,0,0,0,0,0,0,0,2004
MN,education - higher education instructional,9949,51411492,9487,10658436,516537,12881,62069928,2004
MN,education - higher education other,14829,67803569,14750,11867109,1015815,20604,79670678,2004
MN,education - other,3840,15541847,490,793678,42944,4083,16335525,2004
MN,libraries,0,0,0,0,0,0,0,2004
MN,liquor stores,0,0,0,0,0,0,0,2004
MN,other and unallocable,3247,14416877,169,394282,19353,3358,14811159,2004
MS,total,50974,153538896,14407,11104259,1055037,56968,164643155,2004
MS,financial administration,1173,3670841,29,34811,3081,1191,3705652,2004
MS,other government administration,455,1679300,93,100167,7602,498,1779467,2004
MS,judicial and legal,646,3501369,45,32464,2039,658,3533833,2004
MS,police protection - officers,645,2037163,0,0,0,645,2037163,2004
MS,police protection - other,525,1320929,0,0,0,525,1320929,2004
MS,corrections,4154,9041827,26,33232,3133,4172,9075059,2004
MS,highways,3284,8237012,12,23020,1860,3295,8260032,2004
MS,air transportation,0,0,0,0,0,0,0,2004
MS,water transport and terminals,56,197666,0,0,0,56,197666,2004
MS,public welfare,2801,6185652,0,0,0,2801,6185652,2004
MS,health,2957,8340630,75,176345,8787,3007,8516975,2004
MS,hospitals,11717,28441549,610,1414779,77007,12155,29856328,2004
MS,social insurance administration,786,2228115,321,626505,48953,1064,2854620,2004
MS,solid waste management,0,0,0,0,0,0,0,2004
MS,sewerage,0,0,0,0,0,0,0,2004
MS,parks and recreation,313,585502,144,78476,7004,353,663978,2004
MS,housing and community development,0,0,0,0,0,0,0,2004
MS,natural resources,3001,7960339,798,559395,55502,3315,8519734,2004
MS,water transport and terminals,0,0,0,0,0,0,0,2004
MS,electric power,0,0,0,0,0,0,0,2004
MS,gas supply,0,0,0,0,0,0,0,2004
MS,transit,0,0,0,0,0,0,0,2004
MS,education - elementary and secondary instructional,0,0,0,0,0,0,0,2004
MS,education - elementary and secondary other,0,0,0,0,0,0,0,2004
MS,education - higher education instructional,5253,29646261,2063,2347269,162473,6176,31993530,2004
MS,education - higher education other,8851,27987626,10094,5561566,668597,12650,33549192,2004
MS,education - other,1565,4492827,32,64132,4198,1589,4556959,2004
MS,libraries,0,0,0,0,0,0,0,2004
MS,liquor stores,120,288174,0,0,0,120,288174,2004
MS,other and unallocable,2672,7696114,65,52098,4801,2698,7748212,2004
MO,total,81473,240712083,25077,19076877,1626888,90730,259788960,2004
MO,financial administration,2464,6574964,360,272012,31416,2643,6846976,2004
MO,other government administration,765,2215868,281,606616,35459,969,2822484,2004
MO,judicial and legal,3994,13742258,230,338564,14138,4074,14080822,2004
MO,police protection - officers,1134,3999436,0,0,0,1134,3999436,2004
MO,police protection - other,1029,2516743,131,83982,10254,1087,2600725,2004
MO,corrections,11459,25714860,442,395386,25709,11605,26110246,2004
MO,highways,6168,18651444,550,845250,66200,6544,19496694,2004
MO,air transportation,0,0,0,0,0,0,0,2004
MO,water transport and terminals,0,0,0,0,0,0,0,2004
MO,public welfare,7706,17629829,301,321390,23952,7842,17951219,2004
MO,health,3183,8271124,198,303148,18068,3286,8574272,2004
MO,hospitals,11641,29891062,1529,1748081,121534,12331,31639143,2004
MO,social insurance administration,599,1584814,32,40164,2366,612,1624978,2004
MO,solid waste management,0,0,0,0,0,0,0,2004
MO,sewerage,0,0,0,0,0,0,0,2004
MO,parks and recreation,574,1480396,338,204151,17939,676,1684547,2004
MO,housing and community development,0,0,0,0,0,0,0,2004
MO,natural resources,2425,7023011,656,653447,63427,2785,7676458,2004
MO,water transport and terminals,0,0,0,0,0,0,0,2004
MO,electric power,0,0,0,0,0,0,0,2004
MO,gas supply,0,0,0,0,0,0,0,2004
MO,transit,0,0,0,0,0,0,0,2004
MO,education - elementary and secondary instructional,0,0,0,0,0,0,0,2004
MO,education - elementary and secondary other,0,0,0,0,0,0,0,2004
MO,education - higher education instructional,8110,40688249,7650,7135037,484662,10865,47823286,2004
MO,education - higher education other,13630,41705007,11868,5596317,687571,17547,47301324,2004
MO,education - other,2092,5671303,400,4e+05,14719,2176,6071303,2004
MO,libraries,0,0,0,0,0,0,0,2004
MO,liquor stores,0,0,0,0,0,0,0,2004
MO,other and unallocable,4500,13351715,111,133332,9474,4554,13485047,2004
MT,total,15831,50845404,9159,6745887,482295,18571,57591291,2004
MT,financial administration,906,2519685,115,124893,10109,964,2644578,2004
MT,other government administration,313,1089622,57,61431,4116,337,1151053,2004
MT,judicial and legal,414,1532198,114,222684,9821,470,1754882,2004
MT,police protection - officers,196,625501,13,12981,1107,202,638482,2004
MT,police protection - other,214,695107,31,44030,3742,235,739137,2004
MT,corrections,1081,3084804,39,45141,3257,1100,3129945,2004
MT,highways,2099,7005408,121,157907,10846,2161,7163315,2004
MT,air transportation,0,0,0,0,0,0,0,2004
MT,water transport and terminals,0,0,0,0,0,0,0,2004
MT,public welfare,1372,4012993,209,314058,24383,1510,4327051,2004
MT,health,732,2186696,96,135684,10685,793,2322380,2004
MT,hospitals,498,1334415,90,106031,9270,551,1440446,2004
MT,social insurance administration,706,2226615,27,39727,2608,721,2266342,2004
MT,solid waste management,0,0,0,0,0,0,0,2004
MT,sewerage,0,0,0,0,0,0,0,2004
MT,parks and recreation,63,189490,43,20300,1975,74,209790,2004
MT,housing and community development,0,0,0,0,0,0,0,2004
MT,natural resources,1256,4103669,242,236004,19952,1370,4339673,2004
MT,water transport and terminals,0,0,0,0,0,0,0,2004
MT,electric power,0,0,0,0,0,0,0,2004
MT,gas supply,0,0,0,0,0,0,0,2004
MT,transit,0,0,0,0,0,0,0,2004
MT,education - elementary and secondary instructional,0,0,0,0,0,0,0,2004
MT,education - elementary and secondary other,0,0,0,0,0,0,0,2004
MT,education - higher education instructional,1544,7118956,1816,2116183,72898,1958,9235139,2004
MT,education - higher education other,3019,8535818,5941,2832569,277612,4595,11368387,2004
MT,education - other,365,1109395,103,128660,10010,421,1238055,2004
MT,libraries,0,0,0,0,0,0,0,2004
MT,liquor stores,15,42465,1,744,91,16,43209,2004
MT,other and unallocable,1038,3432567,101,146860,9813,1093,3579427,2004
NE,total,28190,86052536,10872,9096205,963185,33662,95148741,2004
NE,financial administration,548,1654952,10,16392,1028,553,1671344,2004
NE,other government administration,271,953496,100,101930,7141,312,1055426,2004
NE,judicial and legal,667,2720903,38,28512,1994,678,2749415,2004
NE,police protection - officers,509,1878819,0,0,0,509,1878819,2004
NE,police protection - other,236,673669,19,19980,2039,248,693649,2004
NE,corrections,2498,6784479,57,73696,5664,2530,6858175,2004
NE,highways,2153,4643832,10,15644,1036,2159,4659476,2004
NE,air transportation,26,85848,0,0,0,26,85848,2004
NE,water transport and terminals,0,0,0,0,0,0,0,2004
NE,public welfare,2730,6647420,127,44870,6758,2769,6692290,2004
NE,health,755,2328816,91,147416,11102,818,2476232,2004
NE,hospitals,4170,11626957,1044,1825104,161908,5090,13452061,2004
NE,social insurance administration,304,922487,10,15748,1132,311,938235,2004
NE,solid waste management,0,0,0,0,0,0,0,2004
NE,sewerage,0,0,0,0,0,0,0,2004
NE,parks and recreation,233,613329,151,127314,16381,326,740643,2004
NE,housing and community development,0,0,0,0,0,0,0,2004
NE,natural resources,1578,4544928,775,1151857,104019,2170,5696785,2004
NE,water transport and terminals,0,0,0,0,0,0,0,2004
NE,electric power,0,0,0,0,0,0,0,2004
NE,gas supply,0,0,0,0,0,0,0,2004
NE,transit,0,0,0,0,0,0,0,2004
NE,education - elementary and secondary instructional,0,0,0,0,0,0,0,2004
NE,education - elementary and secondary other,0,0,0,0,0,0,0,2004
NE,education - higher education instructional,2791,14602068,1120,1498236,87545,3288,16100304,2004
NE,education - higher education other,5920,17110722,6942,3822834,539285,8983,20933556,2004
NE,education - other,531,1902234,49,34704,3419,550,1936938,2004
NE,libraries,0,0,0,0,0,0,0,2004
NE,liquor stores,0,0,0,0,0,0,0,2004
NE,other and unallocable,2270,6357577,329,171968,12734,2342,6529545,2004
NV,total,22068,84669100,10922,8786930,566048,25279,93456030,2004
NV,financial administration,1289,4419180,35,54345,2214,1301,4473525,2004
NV,other government administration,936,3755164,59,77738,4095,959,3832902,2004
NV,judicial and legal,605,3222492,27,48380,1116,611,3270872,2004
NV,police protection - officers,404,1875123,0,0,0,404,1875123,2004
NV,police protection - other,375,1524967,1,1107,91,376,1526074,2004
NV,corrections,3253,12428281,56,135196,3615,3274,12563477,2004
NV,highways,1713,6740412,2,1424,146,1714,6741836,2004
NV,air transportation,0,0,0,0,0,0,0,2004
NV,water transport and terminals,0,0,0,0,0,0,0,2004
NV,public welfare,1476,5066736,16,29280,1009,1482,5096016,2004
NV,health,1212,4885712,67,148322,4382,1238,5034034,2004
NV,hospitals,986,4014022,105,239008,8267,1033,4253030,2004
NV,social insurance administration,474,1679394,3,4100,155,475,1683494,2004
NV,solid waste management,0,0,0,0,0,0,0,2004
NV,sewerage,0,0,0,0,0,0,0,2004
NV,parks and recreation,175,644099,9,15096,608,178,659195,2004
NV,housing and community development,0,0,0,0,0,0,0,2004
NV,natural resources,1098,4120043,407,383754,19343,1207,4503797,2004
NV,water transport and terminals,16,91192,1,576,22,16,91768,2004
NV,electric power,16,91192,1,576,22,16,91768,2004
NV,gas supply,0,0,0,0,0,0,0,2004
NV,transit,0,0,0,0,0,0,0,2004
NV,education - elementary and secondary instructional,0,0,0,0,0,0,0,2004
NV,education - elementary and secondary other,0,0,0,0,0,0,0,2004
NV,education - higher education instructional,1890,10557566,2069,3088714,150174,2743,13646280,2004
NV,education - higher education other,3974,10492070,7990,4467042,366981,6059,14959112,2004
NV,education - other,130,540996,7,16427,454,133,557423,2004
NV,libraries,0,0,0,0,0,0,0,2004
NV,liquor stores,0,0,0,0,0,0,0,2004
NV,other and unallocable,2046,8520459,67,75845,3354,2060,8596304,2004
NH,total,16073,56216261,9047,8502209,644938,19955,64718470,2004
NH,financial administration,815,2808491,47,50327,4037,839,2858818,2004
NH,other government administration,297,969628,99,112708,8164,345,1082336,2004
NH,judicial and legal,930,3359093,1,908,120,931,3360001,2004
NH,police protection - officers,274,1205882,0,0,0,274,1205882,2004
NH,police protection - other,137,448911,17,18655,1610,147,467566,2004
