state,year,government_function,full_time_employees,full_time_pay,part_time_employees,part_time_pay,part_time_hours,full_time_equivalent_employees,total_march_full_time_and_part_time_employees,total_march_pay
NY,2016,education - higher education other,29031,152382543,20620,25621965,1299804,37115,49651,178004508
NY,2016,education - other,4055,21974538,110,273061,10779,4115,4165,22247599
NY,2016,libraries,0,0,0,0,0,0,0,0
NY,2016,liquor stores,0,0,0,0,0,0,0,0
NY,2016,other and unallocable,10248,64229409,400,1143589,30091,10427,10648,65372998
NC,2016,total,123990,578839775,43332,54626290,2841827,140047,167322,633466065
NC,2016,financial administration,3415,16676212,36,31357,578,3418,3451,16707569
NC,2016,other government administration,655,3418238,517,968908,36413,861,1172,4387146
NC,2016,judicial and legal,6474,31377574,453,324194,3281,6492,6927,31701768
NC,2016,police protection total,3179,15002430,6,11575,103,3180,3185,15014005
NC,2016,police protection - officers,2458,12425435,6,11575,103,2459,2464,12437010
NC,2016,police protection - other,721,2576995,0,0,0,721,721,2576995
NC,2016,fire protection total,0,0,0,0,0,0,0,0
NC,2016,fire protection - firefighters,0,0,0,0,0,0,0,0
NC,2016,fire protection - other,0,0,0,0,0,0,0,0
NC,2016,corrections,20439,69802577,11,22471,1066,20445,20450,69825048
NC,2016,highways,9257,36735280,26,71495,3126,9275,9283,36806775
NC,2016,air transportation,0,0,0,0,0,0,0,0
NC,2016,water transport and terminals,202,1021724,1,1686,136,203,203,1023410
NC,2016,public welfare,1099,4260958,32,45802,439,1101,1131,4306760
NC,2016,health,2265,9493994,212,418800,16126,2356,2477,9912794
NC,2016,hospitals,17913,76181710,1697,4409737,67962,18297,19610,80591447
NC,2016,social insurance administration,1253,5237597,14,19630,188,1254,1267,5257227
NC,2016,solid waste management,353,1620483,0,0,0,353,353,1620483
NC,2016,sewerage,0,0,0,0,0,0,0,0
NC,2016,parks and recreation,1179,4341787,410,496708,54000,1485,1589,4838495
NC,2016,housing and community development,0,0,0,0,0,0,0,0
NC,2016,natural resources,4159,15877198,204,262083,11205,4222,4363,16139281
NC,2016,water transport and terminals,0,0,0,0,0,0,0,0
NC,2016,electric power,0,0,0,0,0,0,0,0
NC,2016,gas supply,0,0,0,0,0,0,0,0
NC,2016,transit,0,0,0,0,0,0,0,0
NC,2016,education total,47658,266659776,39531,47387963,2641354,62584,87189,314047739
NC,2016,education - elementary and secondary total,0,0,0,0,0,0,0,0
NC,2016,education - elementary and secondary instructional,0,0,0,0,0,0,0,0
NC,2016,education - elementary and secondary other,0,0,0,0,0,0,0,0
NC,2016,education - higher education total,44661,252689912,39282,47249522,2639878,59578,83943,299939434
NC,2016,education - higher education instructional,15180,122481724,13542,24969870,950753,20553,28722,147451594
NC,2016,education - higher education other,29481,130208188,25740,22279652,1689125,39025,55221,152487840
NC,2016,education - other,2997,13969864,249,138441,1476,3006,3246,14108305
NC,2016,libraries,0,0,0,0,0,0,0,0
NC,2016,liquor stores,0,0,0,0,0,0,0,0
NC,2016,other and unallocable,4490,21132237,182,153881,5850,4521,4672,21286118
ND,2016,total,16322,79411021,9712,10838574,530840,19321,26034,90249595
ND,2016,financial administration,686,3236100,54,108066,4349,711,740,3344166
ND,2016,other government administration,203,1003229,155,137809,4524,229,358,1141038
ND,2016,judicial and legal,650,3794078,61,58922,2577,664,711,3853e3
ND,2016,police protection total,197,1149979,3,5675,234,198,200,1155654
ND,2016,police protection - officers,155,988906,0,0,0,155,155,988906
ND,2016,police protection - other,42,161073,3,5675,234,43,45,166748
ND,2016,fire protection total,0,0,0,0,0,0,0,0
ND,2016,fire protection - firefighters,0,0,0,0,0,0,0,0
ND,2016,fire protection - other,0,0,0,0,0,0,0,0
ND,2016,corrections,873,3745207,88,236853,7680,916,961,3982060
ND,2016,highways,1013,5528435,6,12778,594,1016,1019,5541213
ND,2016,air transportation,0,0,0,0,0,0,0,0
ND,2016,water transport and terminals,0,0,0,0,0,0,0,0
ND,2016,public welfare,433,1611261,162,351823,18500,538,595,1963084
ND,2016,health,1597,6572800,378,408839,27151,1750,1975,6981639
ND,2016,hospitals,877,2636519,146,211901,7751,921,1023,2848420
ND,2016,social insurance administration,254,1121372,44,61804,2969,271,298,1183176
ND,2016,solid waste management,0,0,0,0,0,0,0,0
ND,2016,sewerage,0,0,0,0,0,0,0,0
ND,2016,parks and recreation,223,754201,9,18259,1054,229,232,772460
ND,2016,housing and community development,0,0,0,0,0,0,0,0
ND,2016,natural resources,940,4227585,491,666350,32743,1126,1431,4893935
ND,2016,water transport and terminals,0,0,0,0,0,0,0,0
ND,2016,electric power,0,0,0,0,0,0,0,0
ND,2016,gas supply,0,0,0,0,0,0,0,0
ND,2016,transit,0,0,0,0,0,0,0,0
ND,2016,education total,6864,36452823,7978,8399010,413485,9199,14842,44851833
ND,2016,education - elementary and secondary total,0,0,0,0,0,0,0,0
ND,2016,education - elementary and secondary instructional,0,0,0,0,0,0,0,0
ND,2016,education - elementary and secondary other,0,0,0,0,0,0,0,0
ND,2016,education - higher education total,6555,35110150,7923,8290168,408538,8863,14478,43400318
ND,2016,education - higher education instructional,2064,15642492,3006,5486108,203486,3214,5070,21128600
ND,2016,education - higher education other,4491,19467658,4917,2804060,205052,5649,9408,22271718
ND,2016,education - other,309,1342673,55,108842,4947,336,364,1451515
ND,2016,libraries,0,0,0,0,0,0,0,0
ND,2016,liquor stores,0,0,0,0,0,0,0,0
ND,2016,other and unallocable,1512,7577432,137,160485,7229,1553,1649,7737917
OH,2016,total,108195,583493114,76670,87835425,5244600,137846,184865,671328539
OH,2016,financial administration,6205,35446306,294,599651,19732,6318,6499,36045957
OH,2016,other government administration,811,4044964,158,100683,3879,832,969,4145647
OH,2016,judicial and legal,2819,17900988,447,1485498,46279,3080,3266,19386486
OH,2016,police protection total,2594,14155331,11,39185,885,2599,2605,14194516
OH,2016,police protection - officers,1426,8917861,0,0,0,1426,1426,8917861
OH,2016,police protection - other,1168,5237470,11,39185,885,1173,1179,5276655
OH,2016,fire protection total,0,0,0,0,0,0,0,0
OH,2016,fire protection - firefighters,0,0,0,0,0,0,0,0
OH,2016,fire protection - other,0,0,0,0,0,0,0,0
OH,2016,corrections,13183,60096562,15,51177,1165,13190,13198,60147739
OH,2016,highways,5630,27557032,734,1472850,86507,6119,6364,29029882
OH,2016,air transportation,0,0,0,0,0,0,0,0
OH,2016,water transport and terminals,0,0,0,0,0,0,0,0
OH,2016,public welfare,2499,14671112,300,606565,42984,2742,2799,15277677
OH,2016,health,2688,16146116,113,321628,14148,2767,2801,16467744
OH,2016,hospitals,11661,60143801,5834,13013588,534438,14680,17495,73157389
OH,2016,social insurance administration,1552,7577465,17,30106,1428,1560,1569,7607571
OH,2016,solid waste management,0,0,0,0,0,0,0,0
OH,2016,sewerage,0,0,0,0,0,0,0,0
OH,2016,parks and recreation,374,1697941,257,470280,22680,502,631,2168221
OH,2016,housing and community development,0,0,0,0,0,0,0,0
OH,2016,natural resources,2222,10512416,391,842187,50517,2507,2613,11354603
OH,2016,water transport and terminals,0,0,0,0,0,0,0,0
OH,2016,electric power,0,0,0,0,0,0,0,0
OH,2016,gas supply,0,0,0,0,0,0,0,0
OH,2016,transit,0,0,0,0,0,0,0,0
OH,2016,education total,51716,289935968,67733,68136926,4403275,76615,119449,358072894
OH,2016,education - elementary and secondary total,0,0,0,0,0,0,0,0
OH,2016,education - elementary and secondary instructional,0,0,0,0,0,0,0,0
OH,2016,education - elementary and secondary other,0,0,0,0,0,0,0,0
OH,2016,education - higher education total,49667,279221310,67615,67973627,4398310,74539,117282,347194937
OH,2016,education - higher education instructional,16389,126986150,18577,29048464,1266273,23557,34966,156034614
OH,2016,education - higher education other,33278,152235160,49038,38925163,3132037,50982,82316,191160323
OH,2016,education - other,2049,10714658,118,163299,4965,2076,2167,10877957
OH,2016,libraries,0,0,0,0,0,0,0,0
OH,2016,liquor stores,0,0,0,0,0,0,0,0
OH,2016,other and unallocable,4241,23607112,366,665101,16683,4335,4607,24272213
OK,2016,total,60316,256943100,26097,22729044,1471395,68649,86413,279672144
OK,2016,financial administration,2803,11853968,64,72697,3889,2825,2867,11926665
OK,2016,other government administration,439,1738151,93,158016,10252,497,532,1896167
OK,2016,judicial and legal,2754,13223032,99,149189,8755,2803,2853,13372221
OK,2016,police protection total,1941,10135986,59,90250,5159,1969,2000,10226236
OK,2016,police protection - officers,952,6187382,6,25008,765,956,958,6212390
OK,2016,police protection - other,989,3948604,53,65242,4394,1013,1042,4013846
OK,2016,fire protection total,0,0,0,0,0,0,0,0
OK,2016,fire protection - firefighters,0,0,0,0,0,0,0,0
OK,2016,fire protection - other,0,0,0,0,0,0,0,0
OK,2016,corrections,4780,14962538,44,98197,3830,4801,4824,15060735
OK,2016,highways,2873,10826083,0,0,0,2873,2873,10826083
OK,2016,air transportation,10,47417,1,480,8,10,11,47897
OK,2016,water transport and terminals,0,0,0,0,0,0,0,0
OK,2016,public welfare,7893,24679913,183,198777,16865,7988,8076,24878690
OK,2016,health,5334,21407817,236,457982,20853,5452,5570,21865799
OK,2016,hospitals,1069,3179132,47,89220,3751,1091,1116,3268352
OK,2016,social insurance administration,885,3293211,65,399921,7358,926,950,3693132
OK,2016,solid waste management,79,397312,10,10091,822,84,89,407403
OK,2016,sewerage,0,0,0,0,0,0,0,0
OK,2016,parks and recreation,561,1679481,266,283584,27309,715,827,1963065
OK,2016,housing and community development,0,0,0,0,0,0,0,0
OK,2016,natural resources,1520,5758677,785,751307,44314,1770,2305,6509984
OK,2016,water transport and terminals,0,0,0,0,0,0,0,0
OK,2016,electric power,638,2934928,34,52578,2334,651,672,2987506
OK,2016,gas supply,0,0,0,0,0,0,0,0
OK,2016,transit,0,0,0,0,0,0,0,0
OK,2016,education total,24490,120760269,24008,19755282,1307177,31896,48498,140515551
OK,2016,education - elementary and secondary total,0,0,0,0,0,0,0,0
OK,2016,education - elementary and secondary instructional,0,0,0,0,0,0,0,0
OK,2016,education - elementary and secondary other,0,0,0,0,0,0,0,0
OK,2016,education - higher education total,22910,114491143,23943,19673312,1302595,30290,46853,134164455
OK,2016,education - higher education instructional,7064,50693078,7157,9076843,401273,9337,14221,59769921
OK,2016,education - higher education other,15846,63798065,16786,10596469,901322,20953,32632,74394534
OK,2016,education - other,1580,6269126,65,81970,4582,1606,1645,6351096
OK,2016,libraries,0,0,0,0,0,0,0,0
OK,2016,liquor stores,0,0,0,0,0,0,0,0
OK,2016,other and unallocable,2247,10065185,103,161473,8719,2298,2350,10226658
OR,2016,total,60704,311497854,24666,41285535,1313999,68128,85370,352783389
OR,2016,financial administration,4038,19823818,161,271259,14685,4122,4199,20095077
OR,2016,other government administration,899,4880542,189,415921,16740,993,1088,5296463
OR,2016,judicial and legal,2985,16268041,154,507807,17007,3082,3139,16775848
OR,2016,police protection total,1379,7718652,194,261e3,10349,1438,1573,7979652
OR,2016,police protection - officers,694,4418507,44,89821,3116,712,738,4508328
OR,2016,police protection - other,685,3300145,150,171179,7233,726,835,3471324
OR,2016,fire protection total,0,0,0,0,0,0,0,0
OR,2016,fire protection - firefighters,0,0,0,0,0,0,0,0
OR,2016,fire protection - other,0,0,0,0,0,0,0,0
OR,2016,corrections,5206,27232841,129,313595,9583,5260,5335,27546436
OR,2016,highways,3610,19518016,145,354347,15224,3696,3755,19872363
OR,2016,air transportation,12,64933,0,0,0,12,12,64933
OR,2016,water transport and terminals,0,0,0,0,0,0,0,0
OR,2016,public welfare,8018,32841337,364,724326,29274,8183,8382,33565663
OR,2016,health,2261,10733669,62,227087,7207,2302,2323,10960756
OR,2016,hospitals,5924,30345430,3466,17921619,212848,7126,9390,48267049
OR,2016,social insurance administration,1950,12818766,66,283931,7492,1992,2016,13102697
OR,2016,solid waste management,0,0,0,0,0,0,0,0
OR,2016,sewerage,0,0,0,0,0,0,0,0
OR,2016,parks and recreation,420,1927025,10,20100,1119,426,430,1947125
OR,2016,housing and community development,0,0,0,0,0,0,0,0
OR,2016,natural resources,2455,11634156,182,264020,13275,2529,2637,11898176
OR,2016,water transport and terminals,0,0,0,0,0,0,0,0
OR,2016,electric power,0,0,0,0,0,0,0,0
OR,2016,gas supply,0,0,0,0,0,0,0,0
OR,2016,transit,0,0,0,0,0,0,0,0
OR,2016,education total,20055,107909895,19410,19530876,950764,25427,39465,127440771
OR,2016,education - elementary and secondary total,0,0,0,0,0,0,0,0
OR,2016,education - elementary and secondary instructional,0,0,0,0,0,0,0,0
OR,2016,education - elementary and secondary other,0,0,0,0,0,0,0,0
OR,2016,education - higher education total,19226,103627116,19345,19429317,946451,24574,38571,123056433
OR,2016,education - higher education instructional,10603,68906352,3323,6495221,169853,11563,13926,75401573
OR,2016,education - higher education other,8623,34720764,16022,12934096,776598,13011,24645,47654860
OR,2016,education - other,829,4282779,65,101559,4313,853,894,4384338
OR,2016,libraries,0,0,0,0,0,0,0,0
OR,2016,liquor stores,161,731609,22,40786,2804,177,183,772395
OR,2016,other and unallocable,1331,7049124,112,148861,5628,1363,1443,7197985
PA,2016,total,141062,720038681,64338,112934143,3662517,162573,205400,832972824
PA,2016,financial administration,6230,28627573,1014,2188593,86783,6754,7244,30816166
PA,2016,other government administration,2608,11741722,504,2254135,53649,2932,3112,13995857
PA,2016,judicial and legal,2999,28301224,20,70454,1572,3009,3019,28371678
PA,2016,police protection total,6599,42009333,375,1109413,19941,6719,6974,43118746
PA,2016,police protection - officers,5220,33224511,7,12387,531,5223,5227,33236898
PA,2016,police protection - other,1379,8784822,368,1097026,19410,1496,1747,9881848
PA,2016,fire protection total,0,0,0,0,0,0,0,0
PA,2016,fire protection - firefighters,0,0,0,0,0,0,0,0
PA,2016,fire protection - other,0,0,0,0,0,0,0,0
PA,2016,corrections,17517,84645640,536,1875544,38496,17749,18053,86521184
PA,2016,highways,12289,50239897,2737,6521590,169066,13302,15026,56761487
PA,2016,air transportation,116,456065,30,69542,1723,126,146,525607
PA,2016,water transport and terminals,0,0,0,0,0,0,0,0
PA,2016,public welfare,10592,42219567,1703,3435296,117031,11297,12295,45654863
PA,2016,health,1657,8484877,310,923771,10998,1722,1967,9408648
PA,2016,hospitals,10728,38297724,1725,3072528,99714,11315,12453,41370252
PA,2016,social insurance administration,3972,16623710,419,1249178,32856,4170,4391,17872888
PA,2016,solid waste management,0,0,0,0,0,0,0,0
PA,2016,sewerage,0,0,0,0,0,0,0,0
PA,2016,parks and recreation,1610,7080712,1353,3588462,164385,2601,2963,10669174
PA,2016,housing and community development,0,0,0,0,0,0,0,0
PA,2016,natural resources,5005,24602473,2583,5501461,141045,5830,7588,30103934
PA,2016,water transport and terminals,0,0,0,0,0,0,0,0
PA,2016,electric power,0,0,0,0,0,0,0,0
PA,2016,gas supply,0,0,0,0,0,0,0,0
PA,2016,transit,0,0,0,0,0,0,0,0
PA,2016,education total,50634,299035441,47393,74276142,2438298,64812,98027,373311583
PA,2016,education - elementary and secondary total,0,0,0,0,0,0,0,0
PA,2016,education - elementary and secondary instructional,0,0,0,0,0,0,0,0
PA,2016,education - elementary and secondary other,0,0,0,0,0,0,0,0
PA,2016,education - higher education total,45603,277756637,47048,73526702,2415269,59645,92651,351283339
PA,2016,education - higher education instructional,15396,136141132,12866,41668826,795739,19955,28262,177809958
PA,2016,education - higher education other,30207,141615505,34182,31857876,1619530,39690,64389,173473381
PA,2016,education - other,5031,21278804,345,749440,23029,5167,5376,22028244
PA,2016,libraries,0,0,0,0,0,0,0,0
PA,2016,liquor stores,3107,11066345,2823,5597670,245803,4588,5930,16664015
PA,2016,other and unallocable,5399,26606378,813,1200364,41157,5647,6212,27806742
RI,2016,total,16855,100493806,7366,6628438,231162,18302,24221,107122244
RI,2016,financial administration,899,5189365,17,42638,1423,908,916,5232003
RI,2016,other government administration,684,3870612,403,435458,10054,746,1087,4306070
RI,2016,judicial and legal,1163,7229343,23,51326,1915,1176,1186,7280669
RI,2016,police protection total,350,2737936,0,0,0,350,350,2737936
RI,2016,police protection - officers,263,2206040,0,0,0,263,263,2206040
RI,2016,police protection - other,87,531896,0,0,0,87,87,531896
RI,2016,fire protection total,0,0,0,0,0,0,0,0
RI,2016,fire protection - firefighters,0,0,0,0,0,0,0,0
RI,2016,fire protection - other,0,0,0,0,0,0,0,0
RI,2016,corrections,1447,10275648,6,14129,224,1448,1453,10289777
RI,2016,highways,671,3681551,70,76455,5314,702,741,3758006
RI,2016,air transportation,146,1009796,1,3986,66,146,147,1013782
RI,2016,water transport and terminals,0,0,0,0,0,0,0,0
RI,2016,public welfare,1311,7933192,7,17314,654,1315,1318,7950506
RI,2016,health,924,5562576,8,12469,319,926,932,5575045
RI,2016,hospitals,792,4319498,7,49363,979,798,799,4368861
RI,2016,social insurance administration,398,2076896,21,61451,2790,416,419,2138347
RI,2016,solid waste management,104,681876,5,5474,239,105,109,687350
RI,2016,sewerage,252,1330203,0,0,0,252,252,1330203
RI,2016,parks and recreation,48,193172,1,1052,84,49,49,194224
RI,2016,housing and community development,10,62199,0,0,0,10,10,62199
RI,2016,natural resources,367,2280254,1,396,38,367,368,2280650
RI,2016,water transport and terminals,0,0,0,0,0,0,0,0
RI,2016,electric power,0,0,0,0,0,0,0,0
RI,2016,gas supply,0,0,0,0,0,0,0,0
RI,2016,transit,790,4181723,0,0,0,790,790,4181723
RI,2016,education total,4853,27351138,6761,5782415,204408,6135,11614,33133553
RI,2016,education - elementary and secondary total,376,2124003,99,119965,5529,415,475,2243968
RI,2016,education - elementary and secondary instructional,315,1895070,42,74083,1621,326,357,1969153
RI,2016,education - elementary and secondary other,61,228933,57,45882,3908,89,118,274815
RI,2016,education - higher education total,4016,22232688,6649,5626917,197807,5252,10665,27859605
RI,2016,education - higher education instructional,1416,9121205,2358,3804676,74762,1881,3774,12925881
RI,2016,education - higher education other,2600,13111483,4291,1822241,123045,3371,6891,14933724
RI,2016,education - other,461,2994447,13,35533,1072,468,474,3029980
RI,2016,libraries,0,0,0,0,0,0,0,0
RI,2016,liquor stores,0,0,0,0,0,0,0,0
RI,2016,other and unallocable,1646,10526828,35,74512,2655,1663,1681,10601340
SC,2016,total,71611,303985555,21472,24271616,1396375,79917,93083,328257171
SC,2016,financial administration,3182,11918360,187,378677,23555,3322,3369,12297037
SC,2016,other government administration,568,2418118,484,311681,22708,704,1052,2729799
SC,2016,judicial and legal,876,4491190,15,23958,1240,884,891,4515148
SC,2016,police protection total,2059,8090080,39,81232,3956,2083,2098,8171312
SC,2016,police protection - officers,1391,5873420,10,22008,904,1396,1401,5895428
SC,2016,police protection - other,668,2216660,29,59224,3052,687,697,2275884
SC,2016,fire protection total,0,0,0,0,0,0,0,0
SC,2016,fire protection - firefighters,0,0,0,0,0,0,0,0
SC,2016,fire protection - other,0,0,0,0,0,0,0,0
SC,2016,corrections,7556,22516646,69,185444,6550,7596,7625,22702090
SC,2016,highways,4534,15742756,2,3676,238,4535,4536,15746432
SC,2016,air transportation,12,67992,0,0,0,12,12,67992
SC,2016,water transport and terminals,506,3338007,2,5297,166,507,508,3343304
SC,2016,public welfare,5374,16268490,23,44053,1859,5385,5397,16312543
SC,2016,health,5076,18518427,295,770952,31220,5262,5371,19289379
SC,2016,hospitals,6666,21449399,327,1330709,40460,6900,6993,22780108
SC,2016,social insurance administration,1044,3566724,32,59120,3466,1065,1076,3625844
SC,2016,solid waste management,0,0,0,0,0,0,0,0
SC,2016,sewerage,0,0,0,0,0,0,0,0
SC,2016,parks and recreation,789,1796656,82,75772,6736,830,871,1872428
SC,2016,housing and community development,132,586450,1,490,14,132,133,586940
SC,2016,natural resources,2139,7284752,312,227996,30162,2322,2451,7512748
SC,2016,water transport and terminals,13,92495,0,0,0,13,13,92495
SC,2016,electric power,1779,12517089,4,12752,421,1781,1783,12529841
SC,2016,gas supply,0,0,0,0,0,0,0,0
SC,2016,transit,0,0,0,0,0,0,0,0
SC,2016,education total,27665,146917758,19528,20635563,1217370,34905,47193,167553321
SC,2016,education - elementary and secondary total,0,0,0,0,0,0,0,0
SC,2016,education - elementary and secondary instructional,0,0,0,0,0,0,0,0
SC,2016,education - elementary and secondary other,0,0,0,0,0,0,0,0
SC,2016,education - higher education total,24660,135325074,19238,20189313,1194748,31764,43898,155514387
SC,2016,education - higher education instructional,8853,64034240,7620,9818977,425945,11386,16473,73853217
SC,2016,education - higher education other,15807,71290834,11618,10370336,768803,20378,27425,81661170
SC,2016,education - other,3005,11592684,290,446250,22622,3141,3295,12038934
SC,2016,libraries,38,152050,0,0,0,38,38,152050
SC,2016,liquor stores,0,0,0,0,0,0,0,0
SC,2016,other and unallocable,1603,6252116,70,124244,6254,1641,1673,6376360
SD,2016,total,12380,56836475,6326,5707394,304678,14106,18706,62543869
SD,2016,financial administration,451,2374646,15,30632,1487,460,466,2405278
SD,2016,other government administration,352,1612663,76,75183,4853,381,428,1687846
SD,2016,judicial and legal,607,3165180,88,148218,8707,656,695,3313398
SD,2016,police protection total,343,1521076,13,29996,1248,350,356,1551072
SD,2016,police protection - officers,227,1126960,0,0,0,227,227,1126960
SD,2016,police protection - other,116,394116,13,29996,1248,123,129,424112
SD,2016,fire protection total,0,0,0,0,0,0,0,0
SD,2016,fire protection - firefighters,0,0,0,0,0,0,0,0
SD,2016,fire protection - other,0,0,0,0,0,0,0,0
SD,2016,corrections,768,3014781,31,33518,2321,781,799,3048299
SD,2016,highways,955,4342208,48,50570,3135,973,1003,4392778
SD,2016,air transportation,0,0,0,0,0,0,0,0
SD,2016,water transport and terminals,0,0,0,0,0,0,0,0
SD,2016,public welfare,1628,6629421,151,303218,16195,1720,1779,6932639
SD,2016,health,517,2614990,153,514056,20411,633,670,3129046
SD,2016,hospitals,329,1201155,44,65330,4212,353,373,1266485
SD,2016,social insurance administration,217,792670,3,4887,317,219,220,797557
SD,2016,solid waste management,0,0,0,0,0,0,0,0
SD,2016,sewerage,0,0,0,0,0,0,0,0
SD,2016,parks and recreation,125,485912,27,32791,2839,141,152,518703
SD,2016,housing and community development,0,0,0,0,0,0,0,0
SD,2016,natural resources,771,3274294,524,516445,30889,945,1295,3790739
SD,2016,water transport and terminals,0,0,0,0,0,0,0,0
SD,2016,electric power,0,0,0,0,0,0,0,0
SD,2016,gas supply,0,0,0,0,0,0,0,0
SD,2016,transit,0,0,0,0,0,0,0,0
SD,2016,education total,4569,22206324,5117,3842923,204479,5725,9686,26049247
SD,2016,education - elementary and secondary total,0,0,0,0,0,0,0,0
SD,2016,education - elementary and secondary instructional,0,0,0,0,0,0,0,0
SD,2016,education - elementary and secondary other,0,0,0,0,0,0,0,0
SD,2016,education - higher education total,4183,20547962,5088,3801759,201827,5324,9271,24349721
SD,2016,education - higher education instructional,1544,10021947,1517,2252086,83430,2016,3061,12274033
SD,2016,education - higher education other,2639,10526015,3571,1549673,118397,3308,6210,12075688
SD,2016,education - other,386,1658362,29,41164,2652,401,415,1699526
SD,2016,libraries,0,0,0,0,0,0,0,0
SD,2016,liquor stores,0,0,0,0,0,0,0,0
SD,2016,other and unallocable,748,3601155,36,59627,3585,769,784,3660782
TN,2016,total,69961,305275729,26479,24903745,1467595,78599,96440,330179474
TN,2016,financial administration,3312,15355228,68,76496,4853,3340,3380,15431724
TN,2016,other government administration,753,3392763,24,15573,655,757,777,3408336
TN,2016,judicial and legal,2518,14400770,35,42984,1522,2527,2553,14443754
TN,2016,police protection total,1776,8567480,7,10312,696,1780,1783,8577792
TN,2016,police protection - officers,1364,7088840,6,7018,570,1367,1370,7095858
TN,2016,police protection - other,412,1478640,1,3294,126,413,413,1481934
TN,2016,fire protection total,0,0,0,0,0,0,0,0
TN,2016,fire protection - firefighters,0,0,0,0,0,0,0,0
TN,2016,fire protection - other,0,0,0,0,0,0,0,0
TN,2016,corrections,6918,21568020,15,24626,1526,6927,6933,21592646
TN,2016,highways,3235,12971942,0,0,0,3235,3235,12971942
TN,2016,air transportation,0,0,0,0,0,0,0,0
TN,2016,water transport and terminals,0,0,0,0,0,0,0,0
TN,2016,public welfare,7359,26877758,6,8758,574,7362,7365,26886516
TN,2016,health,4164,18723065,182,373050,14939,4251,4346,19096115
TN,2016,hospitals,3518,13482837,84,353715,11262,3582,3602,13836552
TN,2016,social insurance administration,1049,3889784,60,84732,5372,1081,1109,3974516
TN,2016,solid waste management,0,0,0,0,0,0,0,0
TN,2016,sewerage,0,0,0,0,0,0,0,0
TN,2016,parks and recreation,922,2507090,222,169120,17082,1025,1144,2676210
TN,2016,housing and community development,0,0,0,0,0,0,0,0
TN,2016,natural resources,3414,14912518,540,763028,51712,3713,3954,15675546
TN,2016,water transport and terminals,0,0,0,0,0,0,0,0
TN,2016,electric power,0,0,0,0,0,0,0,0
TN,2016,gas supply,0,0,0,0,0,0,0,0
TN,2016,transit,0,0,0,0,0,0,0,0
TN,2016,education total,28487,138317961,25062,22794929,1347621,36425,53549,161112890
TN,2016,education - elementary and secondary total,0,0,0,0,0,0,0,0
TN,2016,education - elementary and secondary instructional,0,0,0,0,0,0,0,0
TN,2016,education - elementary and secondary other,0,0,0,0,0,0,0,0
TN,2016,education - higher education total,26587,130721835,24866,22551858,1337079,34462,51453,153273693
TN,2016,education - higher education instructional,9169,60772418,9818,12029493,596916,12715,18987,72801911
TN,2016,education - higher education other,17418,69949417,15048,10522365,740163,21747,32466,80471782
TN,2016,education - other,1900,7596126,196,243071,10542,1963,2096,7839197
TN,2016,libraries,0,0,0,0,0,0,0,0
TN,2016,liquor stores,0,0,0,0,0,0,0,0
TN,2016,other and unallocable,2536,10308513,174,186422,9781,2594,2710,10494935
TX,2016,total,274945,1414733306,90324,132677067,6179872,309862,365269,1547410373
TX,2016,financial administration,7574,38612149,344,476753,30869,7749,7918,39088902
TX,2016,other government administration,1953,9981998,371,408410,24957,2095,2324,10390408
TX,2016,judicial and legal,5569,31519994,240,1265022,37585,5782,5809,32785016
TX,2016,police protection total,7035,48561889,59,67550,5356,7065,7094,48629439
TX,2016,police protection - officers,3708,34441336,0,0,0,3708,3708,34441336
TX,2016,police protection - other,3327,14120553,59,67550,5356,3357,3386,14188103
TX,2016,fire protection total,0,0,0,0,0,0,0,0
TX,2016,fire protection - firefighters,0,0,0,0,0,0,0,0
TX,2016,fire protection - other,0,0,0,0,0,0,0,0
TX,2016,corrections,40184,134975292,588,923295,51310,40474,40772,135898587
TX,2016,highways,12994,59737560,308,836446,29901,13164,13302,60574006
TX,2016,air transportation,0,0,0,0,0,0,0,0
TX,2016,water transport and terminals,0,0,0,0,0,0,0,0
TX,2016,public welfare,23974,83797224,53,142417,5389,24005,24027,83939641
TX,2016,health,19285,91210820,424,1336749,48748,19561,19709,92547569
TX,2016,hospitals,21425,94042980,2752,11557535,319129,23227,24177,105600515
TX,2016,social insurance administration,3701,14381364,29,67379,2610,3716,3730,14448743
TX,2016,solid waste management,0,0,0,0,0,0,0,0
TX,2016,sewerage,0,0,0,0,0,0,0,0
TX,2016,parks and recreation,1169,4123751,123,159017,13442,1245,1292,4282768
TX,2016,housing and community development,0,0,0,0,0,0,0,0
TX,2016,natural resources,10013,46279764,2524,2814570,161199,10924,12537,49094334
TX,2016,water transport and terminals,0,0,0,0,0,0,0,0
TX,2016,electric power,0,0,0,0,0,0,0,0
TX,2016,gas supply,0,0,0,0,0,0,0,0
TX,2016,transit,0,0,0,0,0,0,0,0
TX,2016,education total,112228,717221141,82068,111856167,5411636,142801,194296,829077308
TX,2016,education - elementary and secondary total,16,62680,2,4544,177,17,18,67224
TX,2016,education - elementary and secondary instructional,14,56617,2,4544,177,15,16,61161
TX,2016,education - elementary and secondary other,2,6063,0,0,0,2,2,6063
TX,2016,education - higher education total,108215,697389068,81615,110592535,5360531,138500,189830,807981603
TX,2016,education - higher education instructional,28092,298021054,29271,54442325,2016791,39488,57363,352463379
TX,2016,education - higher education other,80123,399368014,52344,56150210,3343740,99012,132467,455518224
